ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V05352883,A320_6028,2023-12-31 14:13:00,9.1,"{'temp': '31°C', 'pressure': '997 hPa', 'vibrations': '4.221814132776323 m/s²'}",0
V08724885,A320_0039,2023-12-31 14:13:00,3.2,"{'temp': '-49°C', 'pressure': '962 hPa', 'vibrations': '2.3280948456999715 m/s²'}",0
V07604817,A340_3082,2023-12-31 14:13:00,3.1,"{'temp': '-28°C', 'pressure': '1069 hPa', 'vibrations': '1.8272343361067849 m/s²'}",0
V06143423,A340_2833,2023-12-31 14:13:00,4.5,"{'temp': '31°C', 'pressure': '1088 hPa', 'vibrations': '0.11995245035053392 m/s²'}",0
V05250298,B737_1878,2023-12-31 14:13:00,1.2,"{'temp': '-29°C', 'pressure': '989 hPa', 'vibrations': '1.2951615464050352 m/s²'}",2
V01288316,A320_4603,2023-12-31 14:13:00,4.2,"{'temp': '-49°C', 'pressure': '913 hPa', 'vibrations': '3.2315754190988732 m/s²'}",2
V08537806,A340_2112,2023-12-31 14:13:00,4.1,"{'temp': '38°C', 'pressure': '986 hPa', 'vibrations': '3.7874672309849404 m/s²'}",0
V03642999,E175_4749,2023-12-31 14:13:00,11.4,"{'temp': '31°C', 'pressure': '914 hPa', 'vibrations': '0.2419273777704295 m/s²'}",1
V04415317,None_6155,2023-12-31 14:13:00,2.3,"{'temp': '34°C', 'pressure': '909 hPa', 'vibrations': '0.12130792510343935 m/s²'}",0
V05762879,E170_5474,2023-12-31 14:13:00,10.5,"{'temp': '-2°C', 'pressure': '1068 hPa', 'vibrations': '1.677751425743546 m/s²'}",1
V05582694,B757_3072,2023-12-31 14:13:00,4.8,"{'temp': '-8°C', 'pressure': '1060 hPa', 'vibrations': '1.4699786826094163 m/s²'}",0
V06195577,B767_6463,2023-12-31 14:13:00,8.0,"{'temp': '24°C', 'pressure': '959 hPa', 'vibrations': '2.782505506306963 m/s²'}",0
V02791897,E175_0583,2023-12-31 14:13:00,11.6,"{'temp': '18°C', 'pressure': '971 hPa', 'vibrations': '2.3544164734387696 m/s²'}",1
V07311890,E175_0488,2023-12-31 14:13:00,4.9,"{'temp': '-42°C', 'pressure': '1029 hPa', 'vibrations': '4.401837458217347 m/s²'}",0
V01820079,B777_3285,2023-12-31 14:13:00,6.3,"{'temp': '15°C', 'pressure': '918 hPa', 'vibrations': '4.2977513125394555 m/s²'}",0
