ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V08619932,A320_3792,2023-11-24 14:13:00,8.7,"{'temp': '20°C', 'pressure': '1097 hPa', 'vibrations': '2.1521020087761693 m/s²'}",0
V09716254,A321_0987,2023-11-24 14:13:00,1.8,"{'temp': '6°C', 'pressure': '955 hPa', 'vibrations': '1.4257524912385495 m/s²'}",0
V03559758,CRJ700_0354,2023-11-24 14:13:00,7.1,"{'temp': '19°C', 'pressure': '1013 hPa', 'vibrations': '4.665048139006984 m/s²'}",0
V04503782,B777_3756,2023-11-24 14:13:00,4.5,"{'temp': '23°C', 'pressure': '1015 hPa', 'vibrations': '3.194395396675376 m/s²'}",0
V09676946,B747_0910,2023-11-24 14:13:00,1.8,"{'temp': '17°C', 'pressure': '927 hPa', 'vibrations': '3.1837147009125184 m/s²'}",0
V06460727,B777_6834,2023-11-24 14:13:00,10.9,"{'temp': '-21°C', 'pressure': '933 hPa', 'vibrations': '1.2828359900453474 m/s²'}",1
V06934073,E175_0649,2023-11-24 14:13:00,0.7,"{'temp': '1°C', 'pressure': '927 hPa', 'vibrations': '2.239743290817391 m/s²'}",0
V04861621,B747_4876,2023-11-24 14:13:00,2.3,"{'temp': '-34°C', 'pressure': '915 hPa', 'vibrations': '2.1981138332381702 m/s²'}",2
V03920829,B737_3698,2023-11-24 14:13:00,7.0,"{'temp': '-11°C', 'pressure': '924 hPa', 'vibrations': '2.0640678865105384 m/s²'}",0
V09300619,E170_4304,2023-11-24 14:13:00,8.4,"{'temp': '31°C', 'pressure': '917 hPa', 'vibrations': '2.4213957517769686 m/s²'}",0
V04067959,CRJ700_6475,2023-11-24 14:13:00,1.0,"{'temp': '18°C', 'pressure': '921 hPa', 'vibrations': '2.1905283940415696 m/s²'}",0
V08001222,CRJ900_0468,2023-11-24 14:13:00,0.5,"{'temp': '-1°C', 'pressure': '1054 hPa', 'vibrations': '3.214655621700666 m/s²'}",0
V09510336,A350_3715,2023-11-24 14:13:00,10.3,"{'temp': '25°C', 'pressure': '1029 hPa', 'vibrations': '2.9614749439934167 m/s²'}",1
V08886311,E175_4832,2023-11-24 14:13:00,8.4,"{'temp': '34°C', 'pressure': '983 hPa', 'vibrations': '1.47684178785358 m/s²'}",0
