ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V09166503,B757_1013,2023-12-12 14:13:00,3.2,"{'temp': '-35°C', 'pressure': '932 hPa', 'vibrations': '0.523066780900675 m/s²'}",0
V00584054,B757_0577,2023-12-12 14:13:00,11.6,"{'temp': '0°C', 'pressure': '996 hPa', 'vibrations': '4.376064951500619 m/s²'}",1
V00884384,CRJ900_2888,2023-12-12 14:13:00,1.6,"{'temp': '20°C', 'pressure': '903 hPa', 'vibrations': '0.9514112822950438 m/s²'}",0
V05573922,A320_4466,2023-12-12 14:13:00,4.8,"{'temp': '-17°C', 'pressure': '944 hPa', 'vibrations': '2.3483451386264518 m/s²'}",0
V05769154,CRJ700_5389,2023-12-12 14:13:00,1.3,"{'temp': '-19°C', 'pressure': '954 hPa', 'vibrations': '1.2163899837685266 m/s²'}",0
V03744246,E175_1224,2023-12-12 14:13:00,4.6,"{'temp': '33°C', 'pressure': '978 hPa', 'vibrations': '3.542756677273799 m/s²'}",0
V06712263,E175_0099,2023-12-12 14:13:00,3.8,"{'temp': '-32°C', 'pressure': '945 hPa', 'vibrations': '1.2206042064972444 m/s²'}",0
V09148252,CRJ900_5773,2023-12-12 14:13:00,10.1,"{'temp': '44°C', 'pressure': '902 hPa', 'vibrations': '3.6281181767027504 m/s²'}",1
V00157568,None_1237,2023-12-12 14:13:00,0.8,"{'temp': '38°C', 'pressure': '966 hPa', 'vibrations': '1.3916942762049245 m/s²'}",0
V00639861,E175_4487,2023-12-12 14:13:00,7.8,"{'temp': '48°C', 'pressure': '951 hPa', 'vibrations': '0.8791371358528138 m/s²'}",0
V00772079,A321_0987,2023-12-12 14:13:00,0.6,"{'temp': '-47°C', 'pressure': '990 hPa', 'vibrations': '0.20640251670740684 m/s²'}",0
V02346958,None_6774,2023-12-12 14:13:00,1.2,"{'temp': '-39°C', 'pressure': '1010 hPa', 'vibrations': '3.5656519455831397 m/s²'}",0
V09624869,CRJ700_2827,2023-12-12 14:13:00,8.3,"{'temp': '17°C', 'pressure': '971 hPa', 'vibrations': '2.87536934764592 m/s²'}",0
V02565045,A340_2877,2023-12-12 14:13:00,1.7,"{'temp': '-15°C', 'pressure': '980 hPa', 'vibrations': '3.926746003274864 m/s²'}",2
V07665499,CRJ900_5737,2023-12-12 14:13:00,9.1,"{'temp': '-16°C', 'pressure': '991 hPa', 'vibrations': '2.803228822765493 m/s²'}",0
V06665336,B767_1623,2023-12-12 14:13:00,8.3,"{'temp': '-3°C', 'pressure': '1024 hPa', 'vibrations': '2.046966456183479 m/s²'}",0
V08158868,A320_3805,2023-12-12 14:13:00,0.8,"{'temp': '18°C', 'pressure': '1045 hPa', 'vibrations': '4.589836244840597 m/s²'}",0
V08617379,B777_3756,2023-12-12 14:13:00,5.9,"{'temp': '37°C', 'pressure': '954 hPa', 'vibrations': '3.32578235539411 m/s²'}",0
V02826616,B737_0608,2023-12-12 14:13:00,6.5,"{'temp': '-40°C', 'pressure': '994 hPa', 'vibrations': '1.533300418077999 m/s²'}",0
V09882195,E170_1341,2023-12-12 14:13:00,10.9,"{'temp': '25°C', 'pressure': '917 hPa', 'vibrations': '2.385058832982983 m/s²'}",1
V07870658,CRJ900_0428,2023-12-12 14:13:00,4.6,"{'temp': '-37°C', 'pressure': '929 hPa', 'vibrations': '2.5185199583189237 m/s²'}",2
V05764579,None_0118,2023-12-12 14:13:00,10.2,"{'temp': '-44°C', 'pressure': '936 hPa', 'vibrations': '4.096007865428917 m/s²'}",1
V06560004,A350_3187,2023-12-12 14:13:00,9.0,"{'temp': '24°C', 'pressure': '1086 hPa', 'vibrations': '1.0608676448871401 m/s²'}",0
V06519226,A330_2838,2023-12-12 14:13:00,7.7,"{'temp': '35°C', 'pressure': '967 hPa', 'vibrations': '1.770039185926745 m/s²'}",0
