ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V04862073,CRJ900_0271,2023-12-17 14:13:00,6.5,"{'temp': '-5°C', 'pressure': '915 hPa', 'vibrations': '0.8065045484143568 m/s²'}",0
V01969676,CRJ700_0354,2023-12-17 14:13:00,2.6,"{'temp': '-3°C', 'pressure': '1051 hPa', 'vibrations': '0.9655640459561432 m/s²'}",0
V07412163,B747_0620,2023-12-17 14:13:00,4.3,"{'temp': '-10°C', 'pressure': '924 hPa', 'vibrations': '1.781926433429979 m/s²'}",0
V01409533,B757_1659,2023-12-17 14:13:00,6.5,"{'temp': '11°C', 'pressure': '1041 hPa', 'vibrations': '0.3538331231239744 m/s²'}",0
V06349866,B767_1817,2023-12-17 14:13:00,3.8,"{'temp': '16°C', 'pressure': '926 hPa', 'vibrations': '0.0578169099128506 m/s²'}",0
V07103654,E175_4239,2023-12-17 14:13:00,4.5,"{'temp': '-30°C', 'pressure': '974 hPa', 'vibrations': '0.7455347592689715 m/s²'}",0
V04252623,A350_5575,2023-12-17 14:13:00,1.7,"{'temp': '34°C', 'pressure': '1014 hPa', 'vibrations': '4.344501823128317 m/s²'}",0
V07256104,CRJ700_6562,2023-12-17 14:13:00,4.2,"{'temp': '-16°C', 'pressure': '979 hPa', 'vibrations': '0.29440435501508655 m/s²'}",0
V08242296,None_0385,2023-12-17 14:13:00,2.8,"{'temp': '-4°C', 'pressure': '1035 hPa', 'vibrations': '1.9116646309276986 m/s²'}",0
V06927250,E175_4832,2023-12-17 14:13:00,5.1,"{'temp': '-6°C', 'pressure': '1068 hPa', 'vibrations': '4.371888996440534 m/s²'}",0
V00175408,A380_4959,2023-12-17 14:13:00,3.7,"{'temp': '-46°C', 'pressure': '944 hPa', 'vibrations': '4.475458030676831 m/s²'}",0
V07472793,A320_2211,2023-12-17 14:13:00,7.3,"{'temp': '-29°C', 'pressure': '1063 hPa', 'vibrations': '4.7183106543402324 m/s²'}",0
V00960601,E170_4298,2023-12-17 14:13:00,2.7,"{'temp': '-42°C', 'pressure': '1079 hPa', 'vibrations': '1.7219696599316658 m/s²'}",0
V06228203,None_5883,2023-12-17 14:13:00,9.0,"{'temp': '-38°C', 'pressure': '983 hPa', 'vibrations': '4.339297664507312 m/s²'}",0
V06737604,E175_0583,2023-12-17 14:13:00,1.4,"{'temp': '37°C', 'pressure': '1032 hPa', 'vibrations': '3.5598492981347114 m/s²'}",0
V04184943,B767_3156,2023-12-17 14:13:00,2.6,"{'temp': '-5°C', 'pressure': '906 hPa', 'vibrations': '0.19312453589862721 m/s²'}",0
V05947181,A350_3715,2023-12-17 14:13:00,4.9,"{'temp': '-48°C', 'pressure': '1029 hPa', 'vibrations': '3.540556100953285 m/s²'}",2
V04878006,B737_2584,2023-12-17 14:13:00,3.6,"{'temp': '10°C', 'pressure': '904 hPa', 'vibrations': '1.859430412174169 m/s²'}",0
V01406598,A380_5479,2023-12-17 14:13:00,4.7,"{'temp': '14°C', 'pressure': '1099 hPa', 'vibrations': '4.475838017189315 m/s²'}",0
V06334217,A380_5954,2023-12-17 14:13:00,8.9,"{'temp': '40°C', 'pressure': '940 hPa', 'vibrations': '3.31827903490699 m/s²'}",2
V01329905,A320_3792,2023-12-17 14:13:00,5.1,"{'temp': '46°C', 'pressure': '957 hPa', 'vibrations': '3.7982558541357436 m/s²'}",2
V09426388,E175_4749,2023-12-17 14:13:00,6.1,"{'temp': '6°C', 'pressure': '926 hPa', 'vibrations': '3.225153151447234 m/s²'}",2
V08012774,B757_0500,2023-12-17 14:13:00,5.1,"{'temp': '-42°C', 'pressure': '1013 hPa', 'vibrations': '1.2363914910404694 m/s²'}",0
V01898760,B777_3756,2023-12-17 14:13:00,7.9,"{'temp': '-45°C', 'pressure': '1031 hPa', 'vibrations': '4.078173621124065 m/s²'}",0
V03801280,B737_6821,2023-12-17 14:13:00,4.4,"{'temp': '-36°C', 'pressure': '909 hPa', 'vibrations': '3.2314813342710496 m/s²'}",0
V04967090,B777_1363,2023-12-17 14:13:00,8.8,"{'temp': '18°C', 'pressure': '1095 hPa', 'vibrations': '1.8941690387784154 m/s²'}",0
V06215021,A321_2784,2023-12-17 14:13:00,5.2,"{'temp': '4°C', 'pressure': '996 hPa', 'vibrations': '4.714667496671504 m/s²'}",0
V00546854,A321_0613,2023-12-17 14:13:00,11.4,"{'temp': '30°C', 'pressure': '1051 hPa', 'vibrations': '1.1499407283212315 m/s²'}",2
V03975228,B737_2009,2023-12-17 14:13:00,11.6,"{'temp': '42°C', 'pressure': '988 hPa', 'vibrations': '4.570320473387579 m/s²'}",1
V07950730,B737_6105,2023-12-17 14:13:00,3.0,"{'temp': '-46°C', 'pressure': '986 hPa', 'vibrations': '3.3326822525196698 m/s²'}",0
V07680657,E170_5314,2023-12-17 14:13:00,8.6,"{'temp': '-8°C', 'pressure': '989 hPa', 'vibrations': '1.1137923329409904 m/s²'}",0
V03936616,E175_2393,2023-12-17 14:13:00,5.1,"{'temp': '5°C', 'pressure': '934 hPa', 'vibrations': '4.153200267074965 m/s²'}",0
V04851020,A340_2833,2023-12-17 14:13:00,2.4,"{'temp': '13°C', 'pressure': '941 hPa', 'vibrations': '4.695086014753064 m/s²'}",0
V08370785,B767_6463,2023-12-17 14:13:00,9.5,"{'temp': '39°C', 'pressure': '949 hPa', 'vibrations': '2.357039506601255 m/s²'}",1
V06149495,B767_3223,2023-12-17 14:13:00,11.4,"{'temp': '38°C', 'pressure': '915 hPa', 'vibrations': '4.978372837717333 m/s²'}",1
V03084174,A350_5005,2023-12-17 14:13:00,8.2,"{'temp': '-42°C', 'pressure': '983 hPa', 'vibrations': '0.08397086968189083 m/s²'}",0
