ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V03239151,B767_0317,2023-12-26 14:13:00,5.4,"{'temp': '-31°C', 'pressure': '1014 hPa', 'vibrations': '3.2512529953777722 m/s²'}",0
V09988795,B777_4681,2023-12-26 14:13:00,7.0,"{'temp': '-12°C', 'pressure': '991 hPa', 'vibrations': '3.134463213119294 m/s²'}",2
V00957923,B777_1363,2023-12-26 14:13:00,10.0,"{'temp': '15°C', 'pressure': '1079 hPa', 'vibrations': '3.8864347019867944 m/s²'}",2
V07905569,B737_6470,2023-12-26 14:13:00,11.7,"{'temp': '-19°C', 'pressure': '996 hPa', 'vibrations': '2.090886734765831 m/s²'}",1
V00413050,A320_2447,2023-12-26 14:13:00,0.5,"{'temp': '-14°C', 'pressure': '989 hPa', 'vibrations': '2.4027344792615732 m/s²'}",0
V07078471,A380_3051,2023-12-26 14:13:00,6.4,"{'temp': '-7°C', 'pressure': '938 hPa', 'vibrations': '0.577421534698207 m/s²'}",0
V08567299,E175_6229,2023-12-26 14:13:00,4.2,"{'temp': '44°C', 'pressure': '964 hPa', 'vibrations': '0.3210031341409353 m/s²'}",0
V02689748,E175_1224,2023-12-26 14:13:00,8.5,"{'temp': '-27°C', 'pressure': '923 hPa', 'vibrations': '4.620083023436631 m/s²'}",0
V01707784,A321_6216,2023-12-26 14:13:00,9.3,"{'temp': '-11°C', 'pressure': '1019 hPa', 'vibrations': '1.7199275278962745 m/s²'}",0
V04173484,B777_6834,2023-12-26 14:13:00,1.6,"{'temp': '37°C', 'pressure': '1066 hPa', 'vibrations': '0.7566733787298885 m/s²'}",0
V03638355,None_6663,2023-12-26 14:13:00,1.6,"{'temp': '-11°C', 'pressure': '1046 hPa', 'vibrations': '4.47905004550687 m/s²'}",0
V06648753,E175_0099,2023-12-26 14:13:00,7.5,"{'temp': '5°C', 'pressure': '986 hPa', 'vibrations': '1.964448770113183 m/s²'}",2
V01112612,CRJ700_5389,2023-12-26 14:13:00,5.0,"{'temp': '-16°C', 'pressure': '1095 hPa', 'vibrations': '4.723617416599708 m/s²'}",0
V09665287,B767_2195,2023-12-26 14:13:00,0.9,"{'temp': '35°C', 'pressure': '1061 hPa', 'vibrations': '2.226686703906461 m/s²'}",0
V08563701,B767_6463,2023-12-26 14:13:00,4.6,"{'temp': '33°C', 'pressure': '1029 hPa', 'vibrations': '1.589356749839167 m/s²'}",0
V02507918,B757_2631,2023-12-26 14:13:00,9.4,"{'temp': '-24°C', 'pressure': '928 hPa', 'vibrations': '2.922582423788489 m/s²'}",0
V08430823,B747_0620,2023-12-26 14:13:00,10.4,"{'temp': '-4°C', 'pressure': '1067 hPa', 'vibrations': '3.541457931850372 m/s²'}",1
V02182775,None_5391,2023-12-26 14:13:00,3.7,"{'temp': '1°C', 'pressure': '981 hPa', 'vibrations': '3.4704092174176986 m/s²'}",0
V04789069,B767_1623,2023-12-26 14:13:00,7.0,"{'temp': '-8°C', 'pressure': '910 hPa', 'vibrations': '0.5771679350821673 m/s²'}",0
V04955388,B777_3756,2023-12-26 14:13:00,9.2,"{'temp': '28°C', 'pressure': '1085 hPa', 'vibrations': '4.745307536972355 m/s²'}",0
V02844133,B747_2406,2023-12-26 14:13:00,1.4,"{'temp': '-42°C', 'pressure': '949 hPa', 'vibrations': '4.606071020269645 m/s²'}",0
V06662704,A340_2112,2023-12-26 14:13:00,4.2,"{'temp': '23°C', 'pressure': '923 hPa', 'vibrations': '0.11882396341237333 m/s²'}",0
V06040287,A320_6028,2023-12-26 14:13:00,11.9,"{'temp': '30°C', 'pressure': '1079 hPa', 'vibrations': '0.02945124202708982 m/s²'}",1
V01650432,E170_5822,2023-12-26 14:13:00,11.7,"{'temp': '27°C', 'pressure': '930 hPa', 'vibrations': '3.9860781816885837 m/s²'}",1
V08327610,E175_2361,2023-12-26 14:13:00,7.9,"{'temp': '29°C', 'pressure': '1010 hPa', 'vibrations': '2.7104335200522147 m/s²'}",0
V08429052,B767_3637,2023-12-26 14:13:00,8.3,"{'temp': '-6°C', 'pressure': '1082 hPa', 'vibrations': '3.5681807811191524 m/s²'}",0
V08725538,CRJ900_5333,2023-12-26 14:13:00,6.0,"{'temp': '4°C', 'pressure': '971 hPa', 'vibrations': '1.3268262661035102 m/s²'}",0
V00770821,CRJ900_0486,2023-12-26 14:13:00,4.4,"{'temp': '39°C', 'pressure': '979 hPa', 'vibrations': '3.916738530492877 m/s²'}",0
V01069671,E175_0649,2023-12-26 14:13:00,3.8,"{'temp': '50°C', 'pressure': '924 hPa', 'vibrations': '1.3671966000144935 m/s²'}",0
V05061622,B757_2283,2023-12-26 14:13:00,4.0,"{'temp': '-22°C', 'pressure': '1015 hPa', 'vibrations': '2.61228998838779 m/s²'}",2
V04735914,E175_2393,2023-12-26 14:13:00,4.0,"{'temp': '17°C', 'pressure': '974 hPa', 'vibrations': '1.8894569438622855 m/s²'}",0
V02688758,CRJ900_5737,2023-12-26 14:13:00,1.7,"{'temp': '-36°C', 'pressure': '1076 hPa', 'vibrations': '0.6778934695933325 m/s²'}",0
V08172656,B777_2551,2023-12-26 14:13:00,1.1,"{'temp': '-24°C', 'pressure': '1071 hPa', 'vibrations': '1.9804925488456082 m/s²'}",0
