ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V05539121,A350_1683,2023-12-23 14:13:00,5.1,"{'temp': '-31°C', 'pressure': '914 hPa', 'vibrations': '0.5629348107792492 m/s²'}",0
V01080286,B757_6583,2023-12-23 14:13:00,10.1,"{'temp': '24°C', 'pressure': '981 hPa', 'vibrations': '3.0082178655782545 m/s²'}",1
V01745238,CRJ900_5737,2023-12-23 14:13:00,9.8,"{'temp': '33°C', 'pressure': '1057 hPa', 'vibrations': '4.064837649124015 m/s²'}",1
V01894529,E175_1713,2023-12-23 14:13:00,10.8,"{'temp': '-49°C', 'pressure': '1021 hPa', 'vibrations': '3.6682129125534835 m/s²'}",1
V00405292,E175_6535,2023-12-23 14:13:00,3.0,"{'temp': '-43°C', 'pressure': '1045 hPa', 'vibrations': '4.216237147308222 m/s²'}",0
V03503351,B757_3072,2023-12-23 14:13:00,7.5,"{'temp': '45°C', 'pressure': '918 hPa', 'vibrations': '0.6344736234660009 m/s²'}",0
V01405246,A320_4124,2023-12-23 14:13:00,10.3,"{'temp': '38°C', 'pressure': '1006 hPa', 'vibrations': '2.999645120419867 m/s²'}",2
V01170252,A340_2877,2023-12-23 14:13:00,4.9,"{'temp': '-47°C', 'pressure': '948 hPa', 'vibrations': '3.571549484150685 m/s²'}",0
V08028063,CRJ900_5525,2023-12-23 14:13:00,3.9,"{'temp': '48°C', 'pressure': '984 hPa', 'vibrations': '4.173460883462003 m/s²'}",2
V04899687,E175_5083,2023-12-23 14:13:00,7.6,"{'temp': '-18°C', 'pressure': '1097 hPa', 'vibrations': '0.08712504412207445 m/s²'}",0
V05918568,A321_4569,2023-12-23 14:13:00,7.3,"{'temp': '29°C', 'pressure': '1099 hPa', 'vibrations': '4.017088513251313 m/s²'}",0
V02122291,A380_5479,2023-12-23 14:13:00,8.7,"{'temp': '46°C', 'pressure': '993 hPa', 'vibrations': '3.9387644857256845 m/s²'}",0
V06633946,B777_3756,2023-12-23 14:13:00,4.0,"{'temp': '-50°C', 'pressure': '1026 hPa', 'vibrations': '0.08437326161321812 m/s²'}",0
V07097942,A320_6364,2023-12-23 14:13:00,1.6,"{'temp': '-25°C', 'pressure': '1088 hPa', 'vibrations': '3.4694779760806336 m/s²'}",0
V06225320,E170_4877,2023-12-23 14:13:00,6.9,"{'temp': '26°C', 'pressure': '914 hPa', 'vibrations': '2.509450519172965 m/s²'}",0
V05362533,B777_2343,2023-12-23 14:13:00,1.4,"{'temp': '1°C', 'pressure': '1062 hPa', 'vibrations': '3.586183214229221 m/s²'}",0
