ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V04310171,E170_2490,2023-11-11 14:13:00,10.3,"{'temp': '-26°C', 'pressure': '1008 hPa', 'vibrations': '2.1603885805022003 m/s²'}",1
V02042441,None_6608,2023-11-11 14:13:00,10.8,"{'temp': '-10°C', 'pressure': '1079 hPa', 'vibrations': '1.5225752985092977 m/s²'}",2
V01039752,B777_4681,2023-11-11 14:13:00,11.0,"{'temp': '-16°C', 'pressure': '1094 hPa', 'vibrations': '3.571452392711464 m/s²'}",2
V07695196,CRJ700_2805,2023-11-11 14:13:00,0.6,"{'temp': '-15°C', 'pressure': '1005 hPa', 'vibrations': '3.00813828606877 m/s²'}",0
V06833710,B767_2195,2023-11-11 14:13:00,10.1,"{'temp': '29°C', 'pressure': '1007 hPa', 'vibrations': '4.884605026728808 m/s²'}",2
V08961203,None_0075,2023-11-11 14:13:00,10.9,"{'temp': '-24°C', 'pressure': '908 hPa', 'vibrations': '0.588014354857927 m/s²'}",1
V01480135,E170_0564,2023-11-11 14:13:00,10.8,"{'temp': '-21°C', 'pressure': '1035 hPa', 'vibrations': '2.39744603275269 m/s²'}",1
V09466364,B747_2822,2023-11-11 14:13:00,5.1,"{'temp': '-4°C', 'pressure': '912 hPa', 'vibrations': '0.948787139199001 m/s²'}",0
V07389007,A340_5178,2023-11-11 14:13:00,1.4,"{'temp': '46°C', 'pressure': '1090 hPa', 'vibrations': '4.343773988704721 m/s²'}",2
V07418134,B737_6105,2023-11-11 14:13:00,4.4,"{'temp': '44°C', 'pressure': '1005 hPa', 'vibrations': '2.8839790083533083 m/s²'}",0
V08372053,A350_3715,2023-11-11 14:13:00,5.7,"{'temp': '20°C', 'pressure': '980 hPa', 'vibrations': '1.7000516197326183 m/s²'}",0
V03525869,E170_4894,2023-11-11 14:13:00,4.0,"{'temp': '3°C', 'pressure': '919 hPa', 'vibrations': '1.0567477384943913 m/s²'}",0
V02925256,A320_4466,2023-11-11 14:13:00,1.2,"{'temp': '48°C', 'pressure': '918 hPa', 'vibrations': '3.778679154170393 m/s²'}",0
V01334550,A321_2784,2023-11-11 14:13:00,3.1,"{'temp': '43°C', 'pressure': '1068 hPa', 'vibrations': '4.186874721309655 m/s²'}",0
V04890662,None_6838,2023-11-11 14:13:00,10.9,"{'temp': '-37°C', 'pressure': '947 hPa', 'vibrations': '0.7967755560812922 m/s²'}",1
V08945540,B767_6463,2023-11-11 14:13:00,9.9,"{'temp': '33°C', 'pressure': '900 hPa', 'vibrations': '2.1223838178284153 m/s²'}",1
V03168083,B777_3756,2023-11-11 14:13:00,3.9,"{'temp': '33°C', 'pressure': '1083 hPa', 'vibrations': '1.7774508827914999 m/s²'}",0
V08142436,CRJ900_5737,2023-11-11 14:13:00,4.3,"{'temp': '29°C', 'pressure': '1015 hPa', 'vibrations': '3.9490428701107696 m/s²'}",2
V05997596,None_1237,2023-11-11 14:13:00,11.3,"{'temp': '21°C', 'pressure': '1018 hPa', 'vibrations': '0.16197488277600036 m/s²'}",1
V07473112,E175_2361,2023-11-11 14:13:00,7.3,"{'temp': '48°C', 'pressure': '1024 hPa', 'vibrations': '4.154947493407012 m/s²'}",0
V06014983,B767_3637,2023-11-11 14:13:00,3.7,"{'temp': '43°C', 'pressure': '1082 hPa', 'vibrations': '2.331607042024841 m/s²'}",0
V00779826,A321_4569,2023-11-11 14:13:00,8.6,"{'temp': '-41°C', 'pressure': '1011 hPa', 'vibrations': '2.4218218512736804 m/s²'}",0
V03199823,CRJ900_6725,2023-11-11 14:13:00,4.5,"{'temp': '0°C', 'pressure': '1031 hPa', 'vibrations': '0.02931589164706594 m/s²'}",2
V01463861,B737_3698,2023-11-11 14:13:00,8.2,"{'temp': '6°C', 'pressure': '933 hPa', 'vibrations': '4.285264420213713 m/s²'}",2
V01791683,CRJ900_2289,2023-11-11 14:13:00,11.4,"{'temp': '29°C', 'pressure': '903 hPa', 'vibrations': '0.32751299707576453 m/s²'}",1
V03741206,E170_5822,2023-11-11 14:13:00,7.5,"{'temp': '47°C', 'pressure': '1006 hPa', 'vibrations': '2.6009068006158276 m/s²'}",0
V09449165,A330_2342,2023-11-11 14:13:00,8.1,"{'temp': '-49°C', 'pressure': '1082 hPa', 'vibrations': '0.9888210192998459 m/s²'}",0
