ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V00054878,E175_0808,2023-12-19 14:13:00,2.2,"{'temp': '-10°C', 'pressure': '964 hPa', 'vibrations': '0.03991774374647261 m/s²'}",0
V04458151,None_6774,2023-12-19 14:13:00,4.8,"{'temp': '-47°C', 'pressure': '926 hPa', 'vibrations': '2.0407387791176075 m/s²'}",0
V09471202,B747_0195,2023-12-19 14:13:00,4.6,"{'temp': '25°C', 'pressure': '901 hPa', 'vibrations': '3.6635519482465497 m/s²'}",0
V07232237,E170_5474,2023-12-19 14:13:00,5.9,"{'temp': '49°C', 'pressure': '1042 hPa', 'vibrations': '2.7123487370441484 m/s²'}",0
V06071946,A321_2784,2023-12-19 14:13:00,8.2,"{'temp': '-8°C', 'pressure': '985 hPa', 'vibrations': '0.022571815095076553 m/s²'}",0
V04444626,E170_5403,2023-12-19 14:13:00,8.9,"{'temp': '-30°C', 'pressure': '1071 hPa', 'vibrations': '3.2769555138712314 m/s²'}",0
V03722912,B767_1128,2023-12-19 14:13:00,0.6,"{'temp': '-16°C', 'pressure': '999 hPa', 'vibrations': '4.648938245326601 m/s²'}",0
V07096765,E175_1224,2023-12-19 14:13:00,4.7,"{'temp': '29°C', 'pressure': '976 hPa', 'vibrations': '4.089412643936238 m/s²'}",0
V02447318,B777_3756,2023-12-19 14:13:00,1.8,"{'temp': '-46°C', 'pressure': '957 hPa', 'vibrations': '4.964694231188675 m/s²'}",0
V04074951,B757_2631,2023-12-19 14:13:00,1.4,"{'temp': '47°C', 'pressure': '939 hPa', 'vibrations': '0.6365489255826406 m/s²'}",0
V00081789,CRJ700_2827,2023-12-19 14:13:00,6.3,"{'temp': '-9°C', 'pressure': '1047 hPa', 'vibrations': '2.868031801873791 m/s²'}",0
V00314096,A340_3082,2023-12-19 14:13:00,1.3,"{'temp': '-18°C', 'pressure': '1006 hPa', 'vibrations': '4.2840435809677215 m/s²'}",0
V03204787,None_6838,2023-12-19 14:13:00,6.6,"{'temp': '-17°C', 'pressure': '912 hPa', 'vibrations': '4.116863162589888 m/s²'}",0
V05863673,B757_2360,2023-12-19 14:13:00,11.4,"{'temp': '-39°C', 'pressure': '1006 hPa', 'vibrations': '1.8148778159746248 m/s²'}",1
V01811643,None_5391,2023-12-19 14:13:00,11.1,"{'temp': '29°C', 'pressure': '1074 hPa', 'vibrations': '3.4502824462354695 m/s²'}",1
V00400231,A330_1938,2023-12-19 14:13:00,2.6,"{'temp': '-47°C', 'pressure': '1001 hPa', 'vibrations': '1.9640586638963509 m/s²'}",0
V05430337,B757_4876,2023-12-19 14:13:00,11.3,"{'temp': '-16°C', 'pressure': '1083 hPa', 'vibrations': '2.0861764967438123 m/s²'}",1
V05308938,E175_4340,2023-12-19 14:13:00,11.0,"{'temp': '13°C', 'pressure': '1083 hPa', 'vibrations': '0.9560732220877649 m/s²'}",1
V00836583,CRJ900_6200,2023-12-19 14:13:00,1.3,"{'temp': '44°C', 'pressure': '1091 hPa', 'vibrations': '4.640480091894385 m/s²'}",0
