ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V02658899,E175_3294,2023-12-25 14:13:00,6.0,"{'temp': '17°C', 'pressure': '1100 hPa', 'vibrations': '3.331566904029901 m/s²'}",0
V00098083,B747_1559,2023-12-25 14:13:00,4.4,"{'temp': '21°C', 'pressure': '906 hPa', 'vibrations': '4.6287727341506715 m/s²'}",0
V02623786,A321_2905,2023-12-25 14:13:00,3.9,"{'temp': '47°C', 'pressure': '1004 hPa', 'vibrations': '1.6077302446215724 m/s²'}",0
V02160856,B757_4876,2023-12-25 14:13:00,0.5,"{'temp': '31°C', 'pressure': '1064 hPa', 'vibrations': '2.679774028276822 m/s²'}",2
V03310795,A320_6364,2023-12-25 14:13:00,6.8,"{'temp': '28°C', 'pressure': '1094 hPa', 'vibrations': '2.3287266000520814 m/s²'}",0
V06026139,None_6663,2023-12-25 14:13:00,11.9,"{'temp': '-19°C', 'pressure': '987 hPa', 'vibrations': '3.641076378490667 m/s²'}",1
V04975404,None_1554,2023-12-25 14:13:00,3.3,"{'temp': '6°C', 'pressure': '915 hPa', 'vibrations': '4.206185472098177 m/s²'}",2
V06384347,A320_0063,2023-12-25 14:13:00,9.0,"{'temp': '-40°C', 'pressure': '933 hPa', 'vibrations': '1.1947293612159644 m/s²'}",0
V07154454,B737_5678,2023-12-25 14:13:00,0.9,"{'temp': '6°C', 'pressure': '979 hPa', 'vibrations': '3.6532379192636286 m/s²'}",0
V06614873,None_0163,2023-12-25 14:13:00,9.3,"{'temp': '-50°C', 'pressure': '1063 hPa', 'vibrations': '4.352613027361381 m/s²'}",0
V08063514,E170_1474,2023-12-25 14:13:00,1.3,"{'temp': '12°C', 'pressure': '965 hPa', 'vibrations': '3.5394993704350903 m/s²'}",0
V02628554,B777_2343,2023-12-25 14:13:00,10.3,"{'temp': '22°C', 'pressure': '1088 hPa', 'vibrations': '0.13751656835453485 m/s²'}",1
V09814323,None_2407,2023-12-25 14:13:00,5.6,"{'temp': '47°C', 'pressure': '1002 hPa', 'vibrations': '1.3449322245932516 m/s²'}",0
V02398995,B757_3072,2023-12-25 14:13:00,5.4,"{'temp': '43°C', 'pressure': '1089 hPa', 'vibrations': '4.662424014561169 m/s²'}",0
V00493350,E175_4832,2023-12-25 14:13:00,4.7,"{'temp': '-11°C', 'pressure': '1049 hPa', 'vibrations': '3.7946591977342727 m/s²'}",0
V02701726,A320_4881,2023-12-25 14:13:00,4.1,"{'temp': '44°C', 'pressure': '1004 hPa', 'vibrations': '2.6237390453455105 m/s²'}",0
V05422294,B747_0175,2023-12-25 14:13:00,5.8,"{'temp': '9°C', 'pressure': '960 hPa', 'vibrations': '0.9444574175863801 m/s²'}",2
V00501803,B767_2195,2023-12-25 14:13:00,4.4,"{'temp': '-42°C', 'pressure': '914 hPa', 'vibrations': '0.9644079370013331 m/s²'}",0
V00668340,CRJ900_0486,2023-12-25 14:13:00,4.0,"{'temp': '-22°C', 'pressure': '991 hPa', 'vibrations': '4.808069250728483 m/s²'}",0
V02861179,B777_3467,2023-12-25 14:13:00,10.2,"{'temp': '-29°C', 'pressure': '1058 hPa', 'vibrations': '3.2768473682835637 m/s²'}",1
V04260059,B767_6273,2023-12-25 14:13:00,2.1,"{'temp': '-34°C', 'pressure': '1074 hPa', 'vibrations': '1.6293153008645456 m/s²'}",0
V04104241,B777_1037,2023-12-25 14:13:00,6.8,"{'temp': '-5°C', 'pressure': '983 hPa', 'vibrations': '2.8051207599281147 m/s²'}",2
V08321402,E175_0649,2023-12-25 14:13:00,9.6,"{'temp': '31°C', 'pressure': '940 hPa', 'vibrations': '2.089059878540999 m/s²'}",1
V04557502,CRJ900_5158,2023-12-25 14:13:00,4.5,"{'temp': '50°C', 'pressure': '1053 hPa', 'vibrations': '0.9735426636698807 m/s²'}",2
V04776755,B777_2551,2023-12-25 14:13:00,7.5,"{'temp': '27°C', 'pressure': '998 hPa', 'vibrations': '3.7091095771727796 m/s²'}",0
V00990187,None_6155,2023-12-25 14:13:00,1.9,"{'temp': '-17°C', 'pressure': '1048 hPa', 'vibrations': '1.736009856668862 m/s²'}",0
V03201068,A320_3073,2023-12-25 14:13:00,7.2,"{'temp': '-48°C', 'pressure': '937 hPa', 'vibrations': '1.652893083320286 m/s²'}",0
V00656424,B737_6470,2023-12-25 14:13:00,10.9,"{'temp': '8°C', 'pressure': '1063 hPa', 'vibrations': '4.156904349162035 m/s²'}",1
V07361098,E170_4877,2023-12-25 14:13:00,7.4,"{'temp': '11°C', 'pressure': '956 hPa', 'vibrations': '2.565318619312729 m/s²'}",0
V08276718,B747_0195,2023-12-25 14:13:00,4.2,"{'temp': '-7°C', 'pressure': '1044 hPa', 'vibrations': '4.109306198744404 m/s²'}",0
V03420066,A330_5923,2023-12-25 14:13:00,0.7,"{'temp': '0°C', 'pressure': '1080 hPa', 'vibrations': '0.9092102079062742 m/s²'}",0
V05331139,B767_3637,2023-12-25 14:13:00,9.3,"{'temp': '33°C', 'pressure': '1051 hPa', 'vibrations': '4.815501216317649 m/s²'}",0
V07913208,E170_5314,2023-12-25 14:13:00,4.6,"{'temp': '49°C', 'pressure': '963 hPa', 'vibrations': '0.9237358665532247 m/s²'}",0
V09115620,A340_5178,2023-12-25 14:13:00,3.3,"{'temp': '-37°C', 'pressure': '1005 hPa', 'vibrations': '2.2252631225784936 m/s²'}",0
