ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V06478402,A321_0987,2023-12-28 14:13:00,11.7,"{'temp': '-13°C', 'pressure': '1067 hPa', 'vibrations': '0.4211342561438719 m/s²'}",1
V00517458,A320_6954,2023-12-28 14:13:00,1.3,"{'temp': '-21°C', 'pressure': '1089 hPa', 'vibrations': '0.5753154045973408 m/s²'}",0
V03338053,A321_2905,2023-12-28 14:13:00,5.3,"{'temp': '10°C', 'pressure': '913 hPa', 'vibrations': '3.1947538012000387 m/s²'}",2
V07130593,None_5692,2023-12-28 14:13:00,10.8,"{'temp': '28°C', 'pressure': '971 hPa', 'vibrations': '3.2297082522292007 m/s²'}",1
V00729571,B737_2293,2023-12-28 14:13:00,4.0,"{'temp': '-31°C', 'pressure': '935 hPa', 'vibrations': '3.4468934004473724 m/s²'}",0
V00623051,B737_2009,2023-12-28 14:13:00,7.9,"{'temp': '-13°C', 'pressure': '992 hPa', 'vibrations': '4.576960121484327 m/s²'}",0
V05922713,B747_4876,2023-12-28 14:13:00,11.6,"{'temp': '-8°C', 'pressure': '1091 hPa', 'vibrations': '0.030176215877313894 m/s²'}",2
V06056102,B737_0342,2023-12-28 14:13:00,6.8,"{'temp': '-20°C', 'pressure': '1021 hPa', 'vibrations': '3.128291778932262 m/s²'}",0
V03062494,B767_4418,2023-12-28 14:13:00,5.4,"{'temp': '50°C', 'pressure': '1085 hPa', 'vibrations': '4.630302367417926 m/s²'}",0
V03398722,A350_5401,2023-12-28 14:13:00,8.0,"{'temp': '-39°C', 'pressure': '980 hPa', 'vibrations': '3.425418581671206 m/s²'}",0
V05843175,CRJ700_0354,2023-12-28 14:13:00,9.8,"{'temp': '-47°C', 'pressure': '904 hPa', 'vibrations': '2.7582230363056546 m/s²'}",2
V02412800,B767_2723,2023-12-28 14:13:00,2.9,"{'temp': '-28°C', 'pressure': '968 hPa', 'vibrations': '4.260076943507004 m/s²'}",2
V06793853,A320_0063,2023-12-28 14:13:00,1.9,"{'temp': '-39°C', 'pressure': '1019 hPa', 'vibrations': '4.731127930160951 m/s²'}",0
V04396015,B747_0195,2023-12-28 14:13:00,4.8,"{'temp': '-18°C', 'pressure': '1029 hPa', 'vibrations': '4.196602205835303 m/s²'}",0
V03705047,A330_1563,2023-12-28 14:13:00,0.8,"{'temp': '-26°C', 'pressure': '953 hPa', 'vibrations': '3.315393811464909 m/s²'}",0
V06515792,E170_0564,2023-12-28 14:13:00,6.4,"{'temp': '-45°C', 'pressure': '992 hPa', 'vibrations': '0.713751022952982 m/s²'}",0
V01126430,A321_0613,2023-12-28 14:13:00,10.0,"{'temp': '40°C', 'pressure': '1031 hPa', 'vibrations': '0.3791928464876654 m/s²'}",1
V08923566,B767_6463,2023-12-28 14:13:00,6.4,"{'temp': '-50°C', 'pressure': '1028 hPa', 'vibrations': '0.915094255529057 m/s²'}",0
