ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V00136111,CRJ900_0428,2023-12-06 14:13:00,9.9,"{'temp': '-14°C', 'pressure': '1057 hPa', 'vibrations': '0.886218406728253 m/s²'}",1
V00861452,E170_5314,2023-12-06 14:13:00,3.1,"{'temp': '4°C', 'pressure': '911 hPa', 'vibrations': '0.9963199261647171 m/s²'}",0
V00028944,A320_4466,2023-12-06 14:13:00,9.9,"{'temp': '15°C', 'pressure': '1038 hPa', 'vibrations': '2.1355128417611247 m/s²'}",1
V02071340,None_6155,2023-12-06 14:13:00,7.3,"{'temp': '-19°C', 'pressure': '1007 hPa', 'vibrations': '2.9195655527434217 m/s²'}",0
V00868961,B767_2487,2023-12-06 14:13:00,7.6,"{'temp': '-45°C', 'pressure': '1065 hPa', 'vibrations': '3.110909708296219 m/s²'}",0
V08805225,B747_2406,2023-12-06 14:13:00,6.0,"{'temp': '-21°C', 'pressure': '1003 hPa', 'vibrations': '1.111510868087341 m/s²'}",0
V02957899,B777_3467,2023-12-06 14:13:00,11.2,"{'temp': '31°C', 'pressure': '991 hPa', 'vibrations': '0.8230744203890122 m/s²'}",1
V05493013,None_6663,2023-12-06 14:13:00,8.8,"{'temp': '6°C', 'pressure': '1043 hPa', 'vibrations': '2.655360554414183 m/s²'}",0
V03279684,E175_1713,2023-12-06 14:13:00,3.4,"{'temp': '-43°C', 'pressure': '984 hPa', 'vibrations': '4.902887993925858 m/s²'}",2
V00473022,A350_4712,2023-12-06 14:13:00,10.0,"{'temp': '-46°C', 'pressure': '1028 hPa', 'vibrations': '1.1327123773710595 m/s²'}",2
V02887040,A350_3187,2023-12-06 14:13:00,9.7,"{'temp': '-42°C', 'pressure': '1013 hPa', 'vibrations': '2.4352245739782665 m/s²'}",1
V07549603,B747_4253,2023-12-06 14:13:00,6.7,"{'temp': '-43°C', 'pressure': '912 hPa', 'vibrations': '0.9319926782657822 m/s²'}",0
V07202389,B737_1878,2023-12-06 14:13:00,5.8,"{'temp': '-12°C', 'pressure': '973 hPa', 'vibrations': '2.5607353844534533 m/s²'}",2
V04193124,B747_6830,2023-12-06 14:13:00,8.5,"{'temp': '3°C', 'pressure': '1098 hPa', 'vibrations': '0.009385712324193052 m/s²'}",0
V02356448,None_0075,2023-12-06 14:13:00,5.8,"{'temp': '13°C', 'pressure': '1041 hPa', 'vibrations': '4.188434974357531 m/s²'}",0
V01414124,A380_6060,2023-12-06 14:13:00,9.7,"{'temp': '13°C', 'pressure': '909 hPa', 'vibrations': '2.1441968491253798 m/s²'}",1
V06100883,CRJ900_5255,2023-12-06 14:13:00,10.6,"{'temp': '1°C', 'pressure': '1019 hPa', 'vibrations': '2.9810910594381825 m/s²'}",1
