ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V02332479,A380_3051,2023-11-27 14:13:00,11.2,"{'temp': '-35°C', 'pressure': '1086 hPa', 'vibrations': '1.2208074446848287 m/s²'}",1
V02535080,E175_5780,2023-11-27 14:13:00,6.0,"{'temp': '43°C', 'pressure': '981 hPa', 'vibrations': '0.8221994021121276 m/s²'}",0
V06674420,E170_4894,2023-11-27 14:13:00,2.0,"{'temp': '-32°C', 'pressure': '1012 hPa', 'vibrations': '0.7255605609739574 m/s²'}",2
V04518969,CRJ700_4473,2023-11-27 14:13:00,10.5,"{'temp': '30°C', 'pressure': '978 hPa', 'vibrations': '2.6149536308100068 m/s²'}",1
V02757742,B777_1363,2023-11-27 14:13:00,7.3,"{'temp': '-40°C', 'pressure': '908 hPa', 'vibrations': '4.994195996020042 m/s²'}",0
V02625823,A380_6060,2023-11-27 14:13:00,8.7,"{'temp': '19°C', 'pressure': '921 hPa', 'vibrations': '1.5936609590377238 m/s²'}",0
V06633680,B737_6105,2023-11-27 14:13:00,3.2,"{'temp': '5°C', 'pressure': '992 hPa', 'vibrations': '1.2101924270057602 m/s²'}",0
V09425885,E175_4487,2023-11-27 14:13:00,2.0,"{'temp': '-41°C', 'pressure': '927 hPa', 'vibrations': '1.4708627060096409 m/s²'}",0
V03498036,A320_6028,2023-11-27 14:13:00,9.4,"{'temp': '-4°C', 'pressure': '1067 hPa', 'vibrations': '4.126996624744588 m/s²'}",0
V00499450,E175_1224,2023-11-27 14:13:00,2.8,"{'temp': '20°C', 'pressure': '968 hPa', 'vibrations': '0.4327799441930935 m/s²'}",0
V02318154,E175_0964,2023-11-27 14:13:00,0.7,"{'temp': '-32°C', 'pressure': '1047 hPa', 'vibrations': '4.96606952768143 m/s²'}",2
V01279149,A320_0020,2023-11-27 14:13:00,8.0,"{'temp': '-33°C', 'pressure': '1010 hPa', 'vibrations': '0.7292630055368898 m/s²'}",0
V05731199,A321_2784,2023-11-27 14:13:00,2.2,"{'temp': '31°C', 'pressure': '1044 hPa', 'vibrations': '2.291897295976684 m/s²'}",0
V09452222,CRJ900_6891,2023-11-27 14:13:00,9.0,"{'temp': '-2°C', 'pressure': '1039 hPa', 'vibrations': '3.769341511020881 m/s²'}",0
V03608952,B767_3637,2023-11-27 14:13:00,11.0,"{'temp': '-1°C', 'pressure': '1086 hPa', 'vibrations': '1.2462699454831734 m/s²'}",1
V03746367,A321_0613,2023-11-27 14:13:00,9.6,"{'temp': '31°C', 'pressure': '985 hPa', 'vibrations': '0.288179333114596 m/s²'}",1
V04911783,B737_5678,2023-11-27 14:13:00,9.1,"{'temp': '-14°C', 'pressure': '991 hPa', 'vibrations': '2.3432726700893545 m/s²'}",0
V06585311,E170_2532,2023-11-27 14:13:00,1.8,"{'temp': '-29°C', 'pressure': '1049 hPa', 'vibrations': '3.3208622452536933 m/s²'}",0
V01944671,E175_6291,2023-11-27 14:13:00,7.9,"{'temp': '48°C', 'pressure': '933 hPa', 'vibrations': '2.4837555730767367 m/s²'}",0
V09684250,A320_3805,2023-11-27 14:13:00,5.0,"{'temp': '5°C', 'pressure': '946 hPa', 'vibrations': '4.64766431212082 m/s²'}",0
V09353770,E170_2289,2023-11-27 14:13:00,3.0,"{'temp': '11°C', 'pressure': '935 hPa', 'vibrations': '4.200899075286346 m/s²'}",0
V09164920,B737_3698,2023-11-27 14:13:00,4.3,"{'temp': '45°C', 'pressure': '1045 hPa', 'vibrations': '0.6717431903953885 m/s²'}",0
V08158010,B757_1659,2023-11-27 14:13:00,9.6,"{'temp': '10°C', 'pressure': '1037 hPa', 'vibrations': '0.4388856223431503 m/s²'}",1
V00594988,B777_2551,2023-11-27 14:13:00,6.4,"{'temp': '-46°C', 'pressure': '970 hPa', 'vibrations': '3.4494567842122805 m/s²'}",0
V03633307,CRJ700_2277,2023-11-27 14:13:00,2.8,"{'temp': '7°C', 'pressure': '1054 hPa', 'vibrations': '1.8536502500518433 m/s²'}",0
V06835501,E170_5474,2023-11-27 14:13:00,11.9,"{'temp': '-25°C', 'pressure': '1017 hPa', 'vibrations': '2.9515246841476883 m/s²'}",1
V06910707,A340_3082,2023-11-27 14:13:00,3.7,"{'temp': '-33°C', 'pressure': '931 hPa', 'vibrations': '0.11231524031556694 m/s²'}",0
V06868861,None_5828,2023-11-27 14:13:00,7.1,"{'temp': '-24°C', 'pressure': '978 hPa', 'vibrations': '1.5683813722265894 m/s²'}",0
V05613448,E175_5083,2023-11-27 14:13:00,5.6,"{'temp': '-44°C', 'pressure': '955 hPa', 'vibrations': '0.1616775786341551 m/s²'}",0
V04899091,E175_0099,2023-11-27 14:13:00,1.9,"{'temp': '-32°C', 'pressure': '1077 hPa', 'vibrations': '0.0028111154113968917 m/s²'}",0
V05131467,A330_1938,2023-11-27 14:13:00,4.9,"{'temp': '-50°C', 'pressure': '947 hPa', 'vibrations': '1.7486211823433147 m/s²'}",0
V00568805,A320_3792,2023-11-27 14:13:00,1.4,"{'temp': '47°C', 'pressure': '1088 hPa', 'vibrations': '0.6375219598470605 m/s²'}",0
V06578365,B737_2584,2023-11-27 14:13:00,11.0,"{'temp': '37°C', 'pressure': '1030 hPa', 'vibrations': '3.033440499258557 m/s²'}",1
V00672171,A321_4895,2023-11-27 14:13:00,6.9,"{'temp': '44°C', 'pressure': '1083 hPa', 'vibrations': '3.008645950768078 m/s²'}",2
V08070593,E175_3294,2023-11-27 14:13:00,1.6,"{'temp': '-13°C', 'pressure': '1002 hPa', 'vibrations': '4.838009466685602 m/s²'}",0
V02904942,None_1554,2023-11-27 14:13:00,8.4,"{'temp': '19°C', 'pressure': '975 hPa', 'vibrations': '3.8168729750783923 m/s²'}",2
V01039214,CRJ900_0428,2023-11-27 14:13:00,8.5,"{'temp': '-3°C', 'pressure': '1062 hPa', 'vibrations': '1.6814237141120265 m/s²'}",0
V08380621,B757_2631,2023-11-27 14:13:00,9.1,"{'temp': '31°C', 'pressure': '927 hPa', 'vibrations': '4.7149551243867736 m/s²'}",0
V08882269,B747_0620,2023-11-27 14:13:00,8.5,"{'temp': '4°C', 'pressure': '927 hPa', 'vibrations': '0.8688419222104016 m/s²'}",0
V09499023,E175_0440,2023-11-27 14:13:00,2.9,"{'temp': '16°C', 'pressure': '965 hPa', 'vibrations': '0.019976683392667338 m/s²'}",0
V05164682,B757_0284,2023-11-27 14:13:00,3.9,"{'temp': '-1°C', 'pressure': '1082 hPa', 'vibrations': '0.12662676081649893 m/s²'}",0
V07179672,B777_3756,2023-11-27 14:13:00,11.1,"{'temp': '1°C', 'pressure': '1011 hPa', 'vibrations': '2.5538551273361 m/s²'}",1
V08615660,A330_5589,2023-11-27 14:13:00,0.9,"{'temp': '-21°C', 'pressure': '970 hPa', 'vibrations': '1.4214941207749665 m/s²'}",0
V09221005,B757_2283,2023-11-27 14:13:00,5.2,"{'temp': '36°C', 'pressure': '914 hPa', 'vibrations': '2.878394414938961 m/s²'}",0
V01672315,None_5883,2023-11-27 14:13:00,11.8,"{'temp': '-16°C', 'pressure': '982 hPa', 'vibrations': '4.856917009541105 m/s²'}",1
V04534988,B737_0342,2023-11-27 14:13:00,9.4,"{'temp': '40°C', 'pressure': '983 hPa', 'vibrations': '3.68728775816992 m/s²'}",0
V03699498,A340_2877,2023-11-27 14:13:00,1.9,"{'temp': '20°C', 'pressure': '1046 hPa', 'vibrations': '1.7005544018881746 m/s²'}",0
V01865241,None_0118,2023-11-27 14:13:00,5.5,"{'temp': '-7°C', 'pressure': '1098 hPa', 'vibrations': '4.996120087519435 m/s²'}",0
V03909723,None_0075,2023-11-27 14:13:00,3.2,"{'temp': '3°C', 'pressure': '1095 hPa', 'vibrations': '1.9744427616392484 m/s²'}",0
V00403612,None_6663,2023-11-27 14:13:00,10.3,"{'temp': '-50°C', 'pressure': '1084 hPa', 'vibrations': '0.5092032317335021 m/s²'}",1
V04477150,B737_2009,2023-11-27 14:13:00,5.7,"{'temp': '28°C', 'pressure': '1069 hPa', 'vibrations': '3.4533277024153324 m/s²'}",0
