ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V02140360,CRJ700_5389,2024-01-03 14:13:00,7.9,"{'temp': '14°C', 'pressure': '983 hPa', 'vibrations': '4.658968934566284 m/s²'}",2
V04830312,B747_4253,2024-01-03 14:13:00,9.5,"{'temp': '-1°C', 'pressure': '1057 hPa', 'vibrations': '4.112075171756112 m/s²'}",1
V04800966,A340_3082,2024-01-03 14:13:00,7.7,"{'temp': '30°C', 'pressure': '1073 hPa', 'vibrations': '1.450834788303092 m/s²'}",0
V03789671,B757_0284,2024-01-03 14:13:00,6.9,"{'temp': '-40°C', 'pressure': '924 hPa', 'vibrations': '3.547112196041478 m/s²'}",2
V06571279,A340_2877,2024-01-03 14:13:00,1.9,"{'temp': '21°C', 'pressure': '1007 hPa', 'vibrations': '0.2832568386795836 m/s²'}",0
V09139924,A380_4959,2024-01-03 14:13:00,7.9,"{'temp': '-25°C', 'pressure': '1004 hPa', 'vibrations': '1.78489883095658 m/s²'}",2
V08261920,CRJ900_2888,2024-01-03 14:13:00,7.5,"{'temp': '-32°C', 'pressure': '1005 hPa', 'vibrations': '1.7140686864879284 m/s²'}",0
V09081291,B777_2551,2024-01-03 14:13:00,7.7,"{'temp': '2°C', 'pressure': '1059 hPa', 'vibrations': '2.965749165934328 m/s²'}",0
V03843590,B757_0500,2024-01-03 14:13:00,7.6,"{'temp': '20°C', 'pressure': '1014 hPa', 'vibrations': '2.102124785871147 m/s²'}",2
V05606380,A321_4895,2024-01-03 14:13:00,4.7,"{'temp': '47°C', 'pressure': '924 hPa', 'vibrations': '4.236686185748908 m/s²'}",2
V02637429,B757_1707,2024-01-03 14:13:00,5.4,"{'temp': '14°C', 'pressure': '1043 hPa', 'vibrations': '2.141067880138459 m/s²'}",0
V09711150,None_5692,2024-01-03 14:13:00,3.5,"{'temp': '49°C', 'pressure': '1074 hPa', 'vibrations': '4.732917844649714 m/s²'}",0
V05937792,B757_1013,2024-01-03 14:13:00,3.7,"{'temp': '-34°C', 'pressure': '1057 hPa', 'vibrations': '2.837811180119813 m/s²'}",0
V06408065,CRJ900_0428,2024-01-03 14:13:00,7.9,"{'temp': '30°C', 'pressure': '991 hPa', 'vibrations': '0.7329799005809445 m/s²'}",0
V05820397,CRJ900_1184,2024-01-03 14:13:00,6.6,"{'temp': '-1°C', 'pressure': '1086 hPa', 'vibrations': '0.21295119909929494 m/s²'}",0
