ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V03564217,E175_1081,2023-11-30 14:13:00,11.9,"{'temp': '30°C', 'pressure': '969 hPa', 'vibrations': '1.6858821312557426 m/s²'}",1
V07558498,A321_4569,2023-11-30 14:13:00,1.0,"{'temp': '-2°C', 'pressure': '906 hPa', 'vibrations': '1.3484813690883646 m/s²'}",0
V02615294,B777_2551,2023-11-30 14:13:00,8.4,"{'temp': '-36°C', 'pressure': '1037 hPa', 'vibrations': '4.171396170159373 m/s²'}",0
V08618827,A380_6060,2023-11-30 14:13:00,11.3,"{'temp': '44°C', 'pressure': '975 hPa', 'vibrations': '3.3259538212928987 m/s²'}",1
V09036980,E170_0564,2023-11-30 14:13:00,5.1,"{'temp': '-10°C', 'pressure': '957 hPa', 'vibrations': '1.8319606399303634 m/s²'}",0
V03625406,A320_3805,2023-11-30 14:13:00,7.3,"{'temp': '37°C', 'pressure': '1026 hPa', 'vibrations': '4.684306437433083 m/s²'}",2
V06441250,None_3415,2023-11-30 14:13:00,4.0,"{'temp': '24°C', 'pressure': '1012 hPa', 'vibrations': '3.8111795636845693 m/s²'}",0
V04081010,E170_2490,2023-11-30 14:13:00,2.0,"{'temp': '50°C', 'pressure': '1039 hPa', 'vibrations': '1.8249847776752377 m/s²'}",0
V07504863,B747_2406,2023-11-30 14:13:00,11.7,"{'temp': '-3°C', 'pressure': '1012 hPa', 'vibrations': '0.9956618161318909 m/s²'}",1
V09141500,B757_6583,2023-11-30 14:13:00,1.1,"{'temp': '-47°C', 'pressure': '1099 hPa', 'vibrations': '0.9966488739760737 m/s²'}",0
V09191701,A350_3715,2023-11-30 14:13:00,11.8,"{'temp': '-8°C', 'pressure': '990 hPa', 'vibrations': '1.8069868803029792 m/s²'}",1
V00200973,B747_0607,2023-11-30 14:13:00,7.1,"{'temp': '-29°C', 'pressure': '1087 hPa', 'vibrations': '1.6841248149576464 m/s²'}",2
V03775931,A380_4355,2023-11-30 14:13:00,1.6,"{'temp': '16°C', 'pressure': '1059 hPa', 'vibrations': '2.357867501046535 m/s²'}",0
V01153693,B767_0601,2023-11-30 14:13:00,3.9,"{'temp': '32°C', 'pressure': '922 hPa', 'vibrations': '4.9671152875298805 m/s²'}",0
V00503091,B737_2009,2023-11-30 14:13:00,4.6,"{'temp': '-25°C', 'pressure': '1070 hPa', 'vibrations': '2.9291369974602786 m/s²'}",0
V09516348,B767_0317,2023-11-30 14:13:00,4.2,"{'temp': '29°C', 'pressure': '946 hPa', 'vibrations': '0.9740615955415799 m/s²'}",0
V03453953,None_2077,2023-11-30 14:13:00,10.3,"{'temp': '-12°C', 'pressure': '988 hPa', 'vibrations': '4.21943993579082 m/s²'}",1
V07127847,CRJ700_2277,2023-11-30 14:13:00,11.1,"{'temp': '38°C', 'pressure': '972 hPa', 'vibrations': '4.475333607524539 m/s²'}",2
V04160457,A340_2877,2023-11-30 14:13:00,7.6,"{'temp': '-19°C', 'pressure': '1093 hPa', 'vibrations': '4.48550415565861 m/s²'}",0
V08136278,None_6155,2023-11-30 14:13:00,10.7,"{'temp': '-44°C', 'pressure': '926 hPa', 'vibrations': '0.7469798366539082 m/s²'}",1
V01936378,CRJ700_2204,2023-11-30 14:13:00,3.0,"{'temp': '15°C', 'pressure': '1004 hPa', 'vibrations': '3.672769733969932 m/s²'}",0
V00390666,A340_5178,2023-11-30 14:13:00,3.3,"{'temp': '-31°C', 'pressure': '963 hPa', 'vibrations': '4.3475840834471615 m/s²'}",0
V04625908,B737_0608,2023-11-30 14:13:00,2.6,"{'temp': '-31°C', 'pressure': '922 hPa', 'vibrations': '2.1191138465552917 m/s²'}",0
V04511182,B737_2293,2023-11-30 14:13:00,10.9,"{'temp': '-19°C', 'pressure': '1012 hPa', 'vibrations': '2.5859501395491313 m/s²'}",1
V06311652,A320_2772,2023-11-30 14:13:00,5.6,"{'temp': '-44°C', 'pressure': '964 hPa', 'vibrations': '4.2236864363632955 m/s²'}",2
V00085441,A330_3674,2023-11-30 14:13:00,6.5,"{'temp': '-30°C', 'pressure': '950 hPa', 'vibrations': '2.029560644320791 m/s²'}",0
V03902082,A350_6030,2023-11-30 14:13:00,7.4,"{'temp': '-31°C', 'pressure': '1018 hPa', 'vibrations': '1.5513370131589226 m/s²'}",0
V00316850,None_6774,2023-11-30 14:13:00,11.8,"{'temp': '-10°C', 'pressure': '975 hPa', 'vibrations': '4.602596619529234 m/s²'}",1
V01287815,A340_1943,2023-11-30 14:13:00,9.2,"{'temp': '-20°C', 'pressure': '974 hPa', 'vibrations': '4.90304770831586 m/s²'}",2
V01876453,CRJ900_2888,2023-11-30 14:13:00,5.5,"{'temp': '-15°C', 'pressure': '998 hPa', 'vibrations': '2.6967511475219808 m/s²'}",0
V04298383,A330_5024,2023-11-30 14:13:00,3.3,"{'temp': '38°C', 'pressure': '997 hPa', 'vibrations': '1.1029813663640498 m/s²'}",2
V09338082,B737_0318,2023-11-30 14:13:00,7.2,"{'temp': '-10°C', 'pressure': '939 hPa', 'vibrations': '3.9298350554487387 m/s²'}",0
V02876490,A330_5923,2023-11-30 14:13:00,8.3,"{'temp': '-20°C', 'pressure': '915 hPa', 'vibrations': '2.4693132180623896 m/s²'}",0
V05583456,A380_2873,2023-11-30 14:13:00,6.3,"{'temp': '-7°C', 'pressure': '959 hPa', 'vibrations': '3.9138918516839345 m/s²'}",0
V03503118,A340_3082,2023-11-30 14:13:00,8.7,"{'temp': '26°C', 'pressure': '1019 hPa', 'vibrations': '0.5157321008537735 m/s²'}",0
V08443826,E175_1224,2023-11-30 14:13:00,1.9,"{'temp': '-50°C', 'pressure': '1062 hPa', 'vibrations': '1.6967137134875665 m/s²'}",0
V00946717,E175_2393,2023-11-30 14:13:00,8.6,"{'temp': '50°C', 'pressure': '958 hPa', 'vibrations': '2.6179764734398416 m/s²'}",0
V02781826,None_5692,2023-11-30 14:13:00,11.5,"{'temp': '-19°C', 'pressure': '979 hPa', 'vibrations': '0.9138734508766755 m/s²'}",1
V02362227,B737_6821,2023-11-30 14:13:00,3.9,"{'temp': '-26°C', 'pressure': '960 hPa', 'vibrations': '0.44186425852494493 m/s²'}",0
V03056385,B747_2822,2023-11-30 14:13:00,11.3,"{'temp': '45°C', 'pressure': '1045 hPa', 'vibrations': '2.79931785953597 m/s²'}",1
V04546450,B737_5252,2023-11-30 14:13:00,0.7,"{'temp': '-4°C', 'pressure': '996 hPa', 'vibrations': '2.2299765564452545 m/s²'}",0
V03684277,E175_0583,2023-11-30 14:13:00,10.4,"{'temp': '-39°C', 'pressure': '1088 hPa', 'vibrations': '0.030804227694756214 m/s²'}",1
V03503441,A340_2112,2023-11-30 14:13:00,9.0,"{'temp': '-8°C', 'pressure': '1074 hPa', 'vibrations': '2.5996742191134365 m/s²'}",0
V05886271,A350_5401,2023-11-30 14:13:00,11.8,"{'temp': '14°C', 'pressure': '910 hPa', 'vibrations': '0.950072132957599 m/s²'}",1
V07621056,B767_3223,2023-11-30 14:13:00,3.4,"{'temp': '-45°C', 'pressure': '1012 hPa', 'vibrations': '0.7317137550014197 m/s²'}",2
V08018575,B767_1623,2023-11-30 14:13:00,11.3,"{'temp': '35°C', 'pressure': '1005 hPa', 'vibrations': '0.9349036232461305 m/s²'}",2
