ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V09714391,B757_4876,2023-11-17 14:13:00,4.3,"{'temp': '-8°C', 'pressure': '972 hPa', 'vibrations': '0.2687342432550477 m/s²'}",0
V04139871,A330_1563,2023-11-17 14:13:00,10.7,"{'temp': '5°C', 'pressure': '1038 hPa', 'vibrations': '3.9106673857738725 m/s²'}",1
V02721647,None_1237,2023-11-17 14:13:00,6.4,"{'temp': '-6°C', 'pressure': '984 hPa', 'vibrations': '1.005511193808883 m/s²'}",0
V04673719,A330_2342,2023-11-17 14:13:00,4.3,"{'temp': '35°C', 'pressure': '1012 hPa', 'vibrations': '2.5398105466689342 m/s²'}",0
V06334556,CRJ900_2289,2023-11-17 14:13:00,4.6,"{'temp': '43°C', 'pressure': '937 hPa', 'vibrations': '3.269405310381472 m/s²'}",0
V06614295,None_5828,2023-11-17 14:13:00,1.1,"{'temp': '22°C', 'pressure': '1075 hPa', 'vibrations': '2.29751344282749 m/s²'}",0
V09521497,B757_1707,2023-11-17 14:13:00,9.1,"{'temp': '28°C', 'pressure': '1080 hPa', 'vibrations': '4.437836101111168 m/s²'}",0
V00452165,A350_5575,2023-11-17 14:13:00,4.4,"{'temp': '35°C', 'pressure': '997 hPa', 'vibrations': '2.9847950227400033 m/s²'}",0
V02437914,None_3322,2023-11-17 14:13:00,5.8,"{'temp': '-2°C', 'pressure': '922 hPa', 'vibrations': '4.538364363323781 m/s²'}",0
V00473776,A321_4895,2023-11-17 14:13:00,8.8,"{'temp': '43°C', 'pressure': '1075 hPa', 'vibrations': '2.437679146560373 m/s²'}",2
V09938853,CRJ900_4486,2023-11-17 14:13:00,8.0,"{'temp': '37°C', 'pressure': '1048 hPa', 'vibrations': '1.9809205042146094 m/s²'}",0
V00754205,A350_5005,2023-11-17 14:13:00,5.0,"{'temp': '-49°C', 'pressure': '956 hPa', 'vibrations': '3.591714569489147 m/s²'}",0
V00642190,A321_3449,2023-11-17 14:13:00,6.7,"{'temp': '29°C', 'pressure': '950 hPa', 'vibrations': '0.5260746296911728 m/s²'}",0
V07089041,A320_2772,2023-11-17 14:13:00,5.2,"{'temp': '35°C', 'pressure': '1083 hPa', 'vibrations': '2.6119733864916546 m/s²'}",2
V00204991,A321_2905,2023-11-17 14:13:00,7.6,"{'temp': '-2°C', 'pressure': '906 hPa', 'vibrations': '0.7424574906681436 m/s²'}",0
V09465009,B747_2822,2023-11-17 14:13:00,4.3,"{'temp': '-5°C', 'pressure': '997 hPa', 'vibrations': '0.24673824710023107 m/s²'}",2
V00466544,E170_5822,2023-11-17 14:13:00,5.5,"{'temp': '-21°C', 'pressure': '1057 hPa', 'vibrations': '0.4701736355325653 m/s²'}",0
V03609084,None_0118,2023-11-17 14:13:00,7.6,"{'temp': '27°C', 'pressure': '900 hPa', 'vibrations': '4.9413809724370275 m/s²'}",0
V02189285,A321_2784,2023-11-17 14:13:00,4.8,"{'temp': '13°C', 'pressure': '1032 hPa', 'vibrations': '4.237469712792679 m/s²'}",2
V00497442,E170_2289,2023-11-17 14:13:00,5.0,"{'temp': '5°C', 'pressure': '933 hPa', 'vibrations': '1.3520197176794753 m/s²'}",0
V02830440,A320_4124,2023-11-17 14:13:00,1.1,"{'temp': '47°C', 'pressure': '1086 hPa', 'vibrations': '0.05512160323788706 m/s²'}",2
V05161235,E170_4877,2023-11-17 14:13:00,3.7,"{'temp': '-43°C', 'pressure': '1067 hPa', 'vibrations': '2.929700165038218 m/s²'}",0
V00469506,B737_0274,2023-11-17 14:13:00,8.5,"{'temp': '34°C', 'pressure': '1019 hPa', 'vibrations': '4.654763186514844 m/s²'}",0
V06415032,B757_6583,2023-11-17 14:13:00,4.9,"{'temp': '27°C', 'pressure': '1005 hPa', 'vibrations': '1.8595217206439267 m/s²'}",0
V01261407,CRJ900_0271,2023-11-17 14:13:00,0.6,"{'temp': '-41°C', 'pressure': '934 hPa', 'vibrations': '1.4511086927614958 m/s²'}",0
V04485894,E175_0440,2023-11-17 14:13:00,9.3,"{'temp': '44°C', 'pressure': '1017 hPa', 'vibrations': '0.9245396023805103 m/s²'}",2
V02427517,CRJ700_2204,2023-11-17 14:13:00,6.9,"{'temp': '16°C', 'pressure': '920 hPa', 'vibrations': '3.2124150706714065 m/s²'}",0
V07482652,B777_1363,2023-11-17 14:13:00,11.3,"{'temp': '50°C', 'pressure': '903 hPa', 'vibrations': '1.9201754261318738 m/s²'}",1
V00760493,E175_6291,2023-11-17 14:13:00,9.0,"{'temp': '12°C', 'pressure': '961 hPa', 'vibrations': '0.5831333960829288 m/s²'}",0
V00762484,B737_2009,2023-11-17 14:13:00,6.5,"{'temp': '-12°C', 'pressure': '1081 hPa', 'vibrations': '4.490459735655758 m/s²'}",0
V05193413,B767_3223,2023-11-17 14:13:00,6.8,"{'temp': '-8°C', 'pressure': '1069 hPa', 'vibrations': '1.4931104627733953 m/s²'}",2
V01178056,B767_6273,2023-11-17 14:13:00,5.4,"{'temp': '32°C', 'pressure': '1064 hPa', 'vibrations': '0.3127478518478982 m/s²'}",2
V05273249,E170_1341,2023-11-17 14:13:00,5.1,"{'temp': '-18°C', 'pressure': '1002 hPa', 'vibrations': '1.9045567981318827 m/s²'}",0
V01790012,E175_0808,2023-11-17 14:13:00,1.4,"{'temp': '31°C', 'pressure': '1048 hPa', 'vibrations': '1.2747799043460117 m/s²'}",0
V00570408,B737_5252,2023-11-17 14:13:00,4.8,"{'temp': '22°C', 'pressure': '901 hPa', 'vibrations': '2.582902528281428 m/s²'}",0
V09933371,B767_0601,2023-11-17 14:13:00,9.0,"{'temp': '-30°C', 'pressure': '1078 hPa', 'vibrations': '1.6156605830249267 m/s²'}",0
V09152857,B747_4916,2023-11-17 14:13:00,3.5,"{'temp': '-23°C', 'pressure': '1078 hPa', 'vibrations': '1.6789046665869805 m/s²'}",2
V03768087,B757_2709,2023-11-17 14:13:00,9.3,"{'temp': '36°C', 'pressure': '981 hPa', 'vibrations': '4.946532499147053 m/s²'}",2
V09560384,E175_3294,2023-11-17 14:13:00,4.9,"{'temp': '-15°C', 'pressure': '911 hPa', 'vibrations': '0.03552120077470022 m/s²'}",0
V03114144,E170_2532,2023-11-17 14:13:00,0.6,"{'temp': '-49°C', 'pressure': '977 hPa', 'vibrations': '3.3832314247376334 m/s²'}",0
V03075805,A380_2873,2023-11-17 14:13:00,1.4,"{'temp': '-3°C', 'pressure': '1019 hPa', 'vibrations': '2.803467391308449 m/s²'}",0
V01896966,B737_4082,2023-11-17 14:13:00,3.2,"{'temp': '-5°C', 'pressure': '929 hPa', 'vibrations': '0.02200484932962876 m/s²'}",0
V07549643,B747_6830,2023-11-17 14:13:00,8.6,"{'temp': '41°C', 'pressure': '1089 hPa', 'vibrations': '4.921759447580011 m/s²'}",0
V01850394,None_5980,2023-11-17 14:13:00,5.1,"{'temp': '29°C', 'pressure': '972 hPa', 'vibrations': '2.283847760388909 m/s²'}",0
V09804315,E175_2393,2023-11-17 14:13:00,9.2,"{'temp': '5°C', 'pressure': '1085 hPa', 'vibrations': '4.397092792330771 m/s²'}",0
V04055741,A330_5024,2023-11-17 14:13:00,9.1,"{'temp': '43°C', 'pressure': '1081 hPa', 'vibrations': '2.760061371132721 m/s²'}",0
V04007919,E175_6535,2023-11-17 14:13:00,1.0,"{'temp': '-32°C', 'pressure': '902 hPa', 'vibrations': '3.441303777168254 m/s²'}",0
V01287468,A320_2211,2023-11-17 14:13:00,1.3,"{'temp': '43°C', 'pressure': '977 hPa', 'vibrations': '1.150634234155969 m/s²'}",2
V05116948,E170_5403,2023-11-17 14:13:00,1.3,"{'temp': '6°C', 'pressure': '1030 hPa', 'vibrations': '0.7342970827606488 m/s²'}",0
V06489550,B747_0607,2023-11-17 14:13:00,6.9,"{'temp': '-26°C', 'pressure': '986 hPa', 'vibrations': '4.461215727237901 m/s²'}",2
V04494382,A380_5479,2023-11-17 14:13:00,5.3,"{'temp': '41°C', 'pressure': '934 hPa', 'vibrations': '0.6620248512745014 m/s²'}",0
V07697680,B767_6463,2023-11-17 14:13:00,4.1,"{'temp': '20°C', 'pressure': '972 hPa', 'vibrations': '4.67069988784772 m/s²'}",0
V04131506,None_6155,2023-11-17 14:13:00,2.7,"{'temp': '-26°C', 'pressure': '1006 hPa', 'vibrations': '3.4908083243188424 m/s²'}",0
V01377239,A330_1938,2023-11-17 14:13:00,6.1,"{'temp': '22°C', 'pressure': '937 hPa', 'vibrations': '4.940305769546537 m/s²'}",0
V01619004,B767_1623,2023-11-17 14:13:00,8.4,"{'temp': '-35°C', 'pressure': '1074 hPa', 'vibrations': '4.881731984976186 m/s²'}",2
V09315400,CRJ900_5773,2023-11-17 14:13:00,10.0,"{'temp': '8°C', 'pressure': '942 hPa', 'vibrations': '1.2563376358354144 m/s²'}",1
V02361569,E175_0649,2023-11-17 14:13:00,6.3,"{'temp': '-27°C', 'pressure': '925 hPa', 'vibrations': '0.09412179639484708 m/s²'}",0
V05248186,E175_4832,2023-11-17 14:13:00,6.6,"{'temp': '-11°C', 'pressure': '1029 hPa', 'vibrations': '2.724239922741663 m/s²'}",0
V08095165,B737_6470,2023-11-17 14:13:00,4.8,"{'temp': '24°C', 'pressure': '1010 hPa', 'vibrations': '3.7398340416010303 m/s²'}",0
V02868646,CRJ900_5255,2023-11-17 14:13:00,11.0,"{'temp': '20°C', 'pressure': '991 hPa', 'vibrations': '0.9937879551343537 m/s²'}",1
V07180979,E170_4894,2023-11-17 14:13:00,4.7,"{'temp': '9°C', 'pressure': '974 hPa', 'vibrations': '1.2829703617491068 m/s²'}",0
V03831911,A320_3792,2023-11-17 14:13:00,2.5,"{'temp': '18°C', 'pressure': '1070 hPa', 'vibrations': '4.89943007111434 m/s²'}",0
V08091891,CRJ700_2277,2023-11-17 14:13:00,0.7,"{'temp': '31°C', 'pressure': '1054 hPa', 'vibrations': '0.5187095607291964 m/s²'}",0
V09450326,B777_1042,2023-11-17 14:13:00,4.2,"{'temp': '12°C', 'pressure': '1089 hPa', 'vibrations': '2.8562424983888484 m/s²'}",0
V05882317,E175_1224,2023-11-17 14:13:00,6.4,"{'temp': '20°C', 'pressure': '928 hPa', 'vibrations': '0.37655203047163355 m/s²'}",0
V04513037,E175_0583,2023-11-17 14:13:00,11.5,"{'temp': '38°C', 'pressure': '990 hPa', 'vibrations': '2.8260457508851724 m/s²'}",1
V00556949,A320_6954,2023-11-17 14:13:00,11.8,"{'temp': '15°C', 'pressure': '958 hPa', 'vibrations': '1.3042745653198446 m/s²'}",2
V02795929,B747_4253,2023-11-17 14:13:00,3.6,"{'temp': '11°C', 'pressure': '1051 hPa', 'vibrations': '3.1088968505320436 m/s²'}",0
V07445883,B767_5851,2023-11-17 14:13:00,5.3,"{'temp': '45°C', 'pressure': '1071 hPa', 'vibrations': '1.5053392534060523 m/s²'}",0
V04107144,None_3415,2023-11-17 14:13:00,11.4,"{'temp': '44°C', 'pressure': '1035 hPa', 'vibrations': '1.4143093465436107 m/s²'}",1
