ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V07043148,B757_0577,2023-12-01 14:13:00,5.3,"{'temp': '-47°C', 'pressure': '1047 hPa', 'vibrations': '0.7673259012959172 m/s²'}",0
V08955883,A380_5479,2023-12-01 14:13:00,3.5,"{'temp': '7°C', 'pressure': '1068 hPa', 'vibrations': '1.831285330858348 m/s²'}",0
V08501654,A320_2211,2023-12-01 14:13:00,2.0,"{'temp': '29°C', 'pressure': '907 hPa', 'vibrations': '2.160771376232079 m/s²'}",0
V05013580,B757_2283,2023-12-01 14:13:00,6.1,"{'temp': '-47°C', 'pressure': '1076 hPa', 'vibrations': '4.415586461022288 m/s²'}",0
V00114286,B767_0317,2023-12-01 14:13:00,9.5,"{'temp': '-47°C', 'pressure': '976 hPa', 'vibrations': '4.271871202964744 m/s²'}",1
V05432630,A321_4814,2023-12-01 14:13:00,11.3,"{'temp': '25°C', 'pressure': '959 hPa', 'vibrations': '4.27280433571663 m/s²'}",1
V02869054,CRJ900_5737,2023-12-01 14:13:00,9.2,"{'temp': '26°C', 'pressure': '1004 hPa', 'vibrations': '2.186376150128323 m/s²'}",0
V00701696,A340_3881,2023-12-01 14:13:00,9.0,"{'temp': '-28°C', 'pressure': '930 hPa', 'vibrations': '0.6612248043533919 m/s²'}",0
V02696908,B767_2187,2023-12-01 14:13:00,7.1,"{'temp': '36°C', 'pressure': '930 hPa', 'vibrations': '2.759806404475105 m/s²'}",0
V09443735,CRJ700_4473,2023-12-01 14:13:00,4.5,"{'temp': '-29°C', 'pressure': '1019 hPa', 'vibrations': '1.0081122993972063 m/s²'}",0
V04396237,CRJ900_3190,2023-12-01 14:13:00,3.2,"{'temp': '-50°C', 'pressure': '1008 hPa', 'vibrations': '4.323327407558813 m/s²'}",0
V07298982,CRJ900_0428,2023-12-01 14:13:00,7.9,"{'temp': '11°C', 'pressure': '945 hPa', 'vibrations': '0.866618751955115 m/s²'}",0
V00602372,B777_3467,2023-12-01 14:13:00,10.0,"{'temp': '-13°C', 'pressure': '1079 hPa', 'vibrations': '4.376761803510968 m/s²'}",1
V09600617,E170_5403,2023-12-01 14:13:00,3.3,"{'temp': '32°C', 'pressure': '1080 hPa', 'vibrations': '1.785568889176663 m/s²'}",0
V02486294,B777_1042,2023-12-01 14:13:00,10.8,"{'temp': '21°C', 'pressure': '1058 hPa', 'vibrations': '2.246597242938946 m/s²'}",1
V07952773,E175_4832,2023-12-01 14:13:00,1.1,"{'temp': '-34°C', 'pressure': '1044 hPa', 'vibrations': '4.848181947391222 m/s²'}",0
V03069159,B767_3156,2023-12-01 14:13:00,8.5,"{'temp': '29°C', 'pressure': '939 hPa', 'vibrations': '2.3062525654122767 m/s²'}",0
V07849852,E170_4298,2023-12-01 14:13:00,5.8,"{'temp': '-28°C', 'pressure': '966 hPa', 'vibrations': '3.4231931740042763 m/s²'}",0
V06098854,A350_1683,2023-12-01 14:13:00,2.7,"{'temp': '-36°C', 'pressure': '1053 hPa', 'vibrations': '2.7436864343134477 m/s²'}",0
V07533303,B767_3223,2023-12-01 14:13:00,9.0,"{'temp': '-20°C', 'pressure': '972 hPa', 'vibrations': '3.341921837222243 m/s²'}",2
V08346270,A380_3051,2023-12-01 14:13:00,4.7,"{'temp': '-24°C', 'pressure': '978 hPa', 'vibrations': '4.79381535393631 m/s²'}",0
V03778387,A330_5932,2023-12-01 14:13:00,7.7,"{'temp': '-41°C', 'pressure': '950 hPa', 'vibrations': '3.7372539303168257 m/s²'}",0
V06430581,None_0118,2023-12-01 14:13:00,1.6,"{'temp': '-10°C', 'pressure': '925 hPa', 'vibrations': '1.084101752998012 m/s²'}",0
V06940419,E175_2361,2023-12-01 14:13:00,3.4,"{'temp': '-20°C', 'pressure': '952 hPa', 'vibrations': '2.398236712585537 m/s²'}",0
V07079287,E175_1081,2023-12-01 14:13:00,10.2,"{'temp': '46°C', 'pressure': '983 hPa', 'vibrations': '3.7565844669004207 m/s²'}",1
V04471388,None_6663,2023-12-01 14:13:00,4.7,"{'temp': '-18°C', 'pressure': '1100 hPa', 'vibrations': '2.0026292928197047 m/s²'}",0
V04491131,E175_0488,2023-12-01 14:13:00,6.3,"{'temp': '5°C', 'pressure': '981 hPa', 'vibrations': '1.1373583253383168 m/s²'}",0
V05918262,B777_1037,2023-12-01 14:13:00,11.2,"{'temp': '26°C', 'pressure': '935 hPa', 'vibrations': '4.726579088435389 m/s²'}",1
V01282737,E175_0440,2023-12-01 14:13:00,5.1,"{'temp': '12°C', 'pressure': '1075 hPa', 'vibrations': '0.4503165510611523 m/s²'}",0
V04410811,A320_6052,2023-12-01 14:13:00,3.8,"{'temp': '32°C', 'pressure': '980 hPa', 'vibrations': '4.684930484740328 m/s²'}",0
V03382800,A350_3187,2023-12-01 14:13:00,9.5,"{'temp': '0°C', 'pressure': '1081 hPa', 'vibrations': '1.5864305787275002 m/s²'}",1
V07501966,B737_3698,2023-12-01 14:13:00,1.5,"{'temp': '10°C', 'pressure': '945 hPa', 'vibrations': '1.3918928824205778 m/s²'}",0
