ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V04984560,B737_6105,2023-12-02 14:13:00,7.4,"{'temp': '32°C', 'pressure': '991 hPa', 'vibrations': '1.5814026052555052 m/s²'}",0
V01933476,A321_0467,2023-12-02 14:13:00,11.4,"{'temp': '4°C', 'pressure': '934 hPa', 'vibrations': '0.9930096318860621 m/s²'}",1
V08462182,B767_1128,2023-12-02 14:13:00,2.4,"{'temp': '-23°C', 'pressure': '1058 hPa', 'vibrations': '1.8847481736954919 m/s²'}",0
V06246744,B767_3637,2023-12-02 14:13:00,9.9,"{'temp': '-28°C', 'pressure': '1034 hPa', 'vibrations': '3.9681168242309797 m/s²'}",1
V05943216,A321_2784,2023-12-02 14:13:00,2.9,"{'temp': '-26°C', 'pressure': '959 hPa', 'vibrations': '2.0025992340418513 m/s²'}",0
V08485446,B777_6834,2023-12-02 14:13:00,6.6,"{'temp': '-49°C', 'pressure': '1068 hPa', 'vibrations': '4.4951313344838955 m/s²'}",0
V03329317,A330_1129,2023-12-02 14:13:00,1.9,"{'temp': '17°C', 'pressure': '975 hPa', 'vibrations': '3.5093687392281234 m/s²'}",0
V06861549,A330_5923,2023-12-02 14:13:00,4.2,"{'temp': '8°C', 'pressure': '1007 hPa', 'vibrations': '0.0406501501062978 m/s²'}",0
V02368944,A350_6030,2023-12-02 14:13:00,0.6,"{'temp': '-7°C', 'pressure': '996 hPa', 'vibrations': '2.714312392294998 m/s²'}",0
V04146074,CRJ700_5389,2023-12-02 14:13:00,4.8,"{'temp': '35°C', 'pressure': '1057 hPa', 'vibrations': '0.9518424398583686 m/s²'}",0
V02074921,E175_6229,2023-12-02 14:13:00,2.6,"{'temp': '28°C', 'pressure': '922 hPa', 'vibrations': '0.23228690980058864 m/s²'}",0
V08657455,E170_4298,2023-12-02 14:13:00,0.6,"{'temp': '-4°C', 'pressure': '995 hPa', 'vibrations': '2.4536680786574823 m/s²'}",2
V00917149,CRJ900_0428,2023-12-02 14:13:00,1.5,"{'temp': '-46°C', 'pressure': '1017 hPa', 'vibrations': '3.8364048291889397 m/s²'}",0
V03734403,B777_3467,2023-12-02 14:13:00,4.6,"{'temp': '12°C', 'pressure': '1038 hPa', 'vibrations': '4.062991562686909 m/s²'}",0
V06522311,E170_1474,2023-12-02 14:13:00,11.8,"{'temp': '11°C', 'pressure': '999 hPa', 'vibrations': '0.2801520836413207 m/s²'}",1
V09359465,B747_4253,2023-12-02 14:13:00,9.0,"{'temp': '-36°C', 'pressure': '1029 hPa', 'vibrations': '1.278776300632276 m/s²'}",0
V03729609,CRJ900_3190,2023-12-02 14:13:00,5.7,"{'temp': '10°C', 'pressure': '933 hPa', 'vibrations': '4.670489361014188 m/s²'}",0
V02295245,E175_0649,2023-12-02 14:13:00,4.6,"{'temp': '-2°C', 'pressure': '1015 hPa', 'vibrations': '0.15312141841097526 m/s²'}",0
V00785194,None_5579,2023-12-02 14:13:00,6.2,"{'temp': '11°C', 'pressure': '939 hPa', 'vibrations': '2.493311530373861 m/s²'}",0
V09627903,None_2407,2023-12-02 14:13:00,11.4,"{'temp': '10°C', 'pressure': '1032 hPa', 'vibrations': '0.6589384158427392 m/s²'}",1
V01939256,A320_0063,2023-12-02 14:13:00,10.6,"{'temp': '-41°C', 'pressure': '1027 hPa', 'vibrations': '1.8866342206654614 m/s²'}",1
V02315317,CRJ900_5773,2023-12-02 14:13:00,1.0,"{'temp': '-49°C', 'pressure': '910 hPa', 'vibrations': '4.890094275691909 m/s²'}",0
V00609337,A340_2877,2023-12-02 14:13:00,10.2,"{'temp': '17°C', 'pressure': '1023 hPa', 'vibrations': '2.3924114338853024 m/s²'}",1
V09492445,A320_4124,2023-12-02 14:13:00,9.3,"{'temp': '-34°C', 'pressure': '974 hPa', 'vibrations': '2.326905148682124 m/s²'}",0
V03515952,E170_2644,2023-12-02 14:13:00,5.1,"{'temp': '-8°C', 'pressure': '996 hPa', 'vibrations': '4.536199520186225 m/s²'}",0
V02970257,B777_1363,2023-12-02 14:13:00,3.8,"{'temp': '-7°C', 'pressure': '942 hPa', 'vibrations': '1.323104432481013 m/s²'}",2
V04230920,CRJ700_0354,2023-12-02 14:13:00,3.8,"{'temp': '-15°C', 'pressure': '1091 hPa', 'vibrations': '4.270094811317835 m/s²'}",2
V01266203,B747_1933,2023-12-02 14:13:00,3.0,"{'temp': '28°C', 'pressure': '913 hPa', 'vibrations': '1.2857210515945339 m/s²'}",0
V05445884,E175_1713,2023-12-02 14:13:00,6.4,"{'temp': '38°C', 'pressure': '928 hPa', 'vibrations': '2.7625727908759807 m/s²'}",0
V06064666,B737_3698,2023-12-02 14:13:00,2.4,"{'temp': '-48°C', 'pressure': '1067 hPa', 'vibrations': '0.46899157581335726 m/s²'}",0
V08392952,A340_2112,2023-12-02 14:13:00,6.9,"{'temp': '50°C', 'pressure': '991 hPa', 'vibrations': '2.796358177940653 m/s²'}",0
V08868386,B767_3156,2023-12-02 14:13:00,2.9,"{'temp': '-41°C', 'pressure': '973 hPa', 'vibrations': '0.19563345159921364 m/s²'}",0
V05204834,B757_2360,2023-12-02 14:13:00,3.5,"{'temp': '-20°C', 'pressure': '923 hPa', 'vibrations': '0.3248826908213148 m/s²'}",0
V02117375,B737_0842,2023-12-02 14:13:00,6.6,"{'temp': '-4°C', 'pressure': '960 hPa', 'vibrations': '1.1687012478558223 m/s²'}",2
V05204477,CRJ900_6725,2023-12-02 14:13:00,11.3,"{'temp': '19°C', 'pressure': '933 hPa', 'vibrations': '0.8260690256758424 m/s²'}",1
V03549426,A321_2905,2023-12-02 14:13:00,0.8,"{'temp': '-8°C', 'pressure': '940 hPa', 'vibrations': '2.283963039389301 m/s²'}",0
V09584081,A350_5005,2023-12-02 14:13:00,10.8,"{'temp': '-31°C', 'pressure': '1087 hPa', 'vibrations': '1.6396757202759338 m/s²'}",2
V03870511,E175_2361,2023-12-02 14:13:00,3.5,"{'temp': '-15°C', 'pressure': '1057 hPa', 'vibrations': '0.4989031604823846 m/s²'}",0
V01596098,CRJ700_4473,2023-12-02 14:13:00,3.7,"{'temp': '-49°C', 'pressure': '1007 hPa', 'vibrations': '0.5762263632013842 m/s²'}",0
V05873718,A320_0020,2023-12-02 14:13:00,8.2,"{'temp': '-36°C', 'pressure': '909 hPa', 'vibrations': '4.344764622609658 m/s²'}",0
V01763961,None_0163,2023-12-02 14:13:00,4.3,"{'temp': '-27°C', 'pressure': '1035 hPa', 'vibrations': '2.966737315541403 m/s²'}",2
V00046429,B767_5851,2023-12-02 14:13:00,0.9,"{'temp': '-28°C', 'pressure': '999 hPa', 'vibrations': '2.8520364719624425 m/s²'}",0
V08945713,B747_0910,2023-12-02 14:13:00,4.9,"{'temp': '10°C', 'pressure': '936 hPa', 'vibrations': '2.934245476251458 m/s²'}",0
V07817815,B737_0608,2023-12-02 14:13:00,5.2,"{'temp': '31°C', 'pressure': '951 hPa', 'vibrations': '2.4207139537181583 m/s²'}",0
V08184195,B767_0657,2023-12-02 14:13:00,3.8,"{'temp': '-4°C', 'pressure': '977 hPa', 'vibrations': '3.608215793866403 m/s²'}",0
V02314924,A330_3674,2023-12-02 14:13:00,1.9,"{'temp': '44°C', 'pressure': '910 hPa', 'vibrations': '3.1333199953126507 m/s²'}",0
V00402803,CRJ900_5255,2023-12-02 14:13:00,1.0,"{'temp': '47°C', 'pressure': '952 hPa', 'vibrations': '3.1533680696490114 m/s²'}",2
V06268955,B777_3285,2023-12-02 14:13:00,8.9,"{'temp': '3°C', 'pressure': '941 hPa', 'vibrations': '1.1696761979041943 m/s²'}",0
V08498567,E170_4877,2023-12-02 14:13:00,4.5,"{'temp': '-14°C', 'pressure': '1010 hPa', 'vibrations': '0.40493197720091967 m/s²'}",0
V09243982,E170_5474,2023-12-02 14:13:00,5.1,"{'temp': '-38°C', 'pressure': '979 hPa', 'vibrations': '2.8358000115321262 m/s²'}",0
V08054018,A340_3082,2023-12-02 14:13:00,3.6,"{'temp': '39°C', 'pressure': '1094 hPa', 'vibrations': '4.712835239250119 m/s²'}",0
V09219415,E175_4832,2023-12-02 14:13:00,9.1,"{'temp': '4°C', 'pressure': '1011 hPa', 'vibrations': '4.886882184930117 m/s²'}",0
V05183422,A380_2873,2023-12-02 14:13:00,3.6,"{'temp': '-11°C', 'pressure': '1003 hPa', 'vibrations': '4.063959313644643 m/s²'}",0
V09654460,A330_2838,2023-12-02 14:13:00,10.7,"{'temp': '-47°C', 'pressure': '1010 hPa', 'vibrations': '4.221015261774793 m/s²'}",2
V08477555,None_6608,2023-12-02 14:13:00,6.0,"{'temp': '13°C', 'pressure': '1055 hPa', 'vibrations': '0.01059797486207048 m/s²'}",0
V07767445,E175_6535,2023-12-02 14:13:00,10.9,"{'temp': '44°C', 'pressure': '1013 hPa', 'vibrations': '4.2152188466176135 m/s²'}",1
V03350717,B777_1042,2023-12-02 14:13:00,1.0,"{'temp': '-24°C', 'pressure': '1041 hPa', 'vibrations': '4.39328883268188 m/s²'}",0
V06419477,A350_5575,2023-12-02 14:13:00,10.8,"{'temp': '-4°C', 'pressure': '982 hPa', 'vibrations': '0.530628253457211 m/s²'}",1
V02627447,E175_0488,2023-12-02 14:13:00,7.5,"{'temp': '22°C', 'pressure': '1044 hPa', 'vibrations': '0.6586332733229122 m/s²'}",0
V06720780,E170_2532,2023-12-02 14:13:00,9.1,"{'temp': '-42°C', 'pressure': '1084 hPa', 'vibrations': '4.607852656295619 m/s²'}",0
V07862744,None_0118,2023-12-02 14:13:00,6.6,"{'temp': '-38°C', 'pressure': '1012 hPa', 'vibrations': '3.8387095972076457 m/s²'}",0
V06024210,B747_0620,2023-12-02 14:13:00,1.0,"{'temp': '-31°C', 'pressure': '1073 hPa', 'vibrations': '4.7020796465258865 m/s²'}",0
V05259470,A320_6052,2023-12-02 14:13:00,3.6,"{'temp': '-20°C', 'pressure': '1030 hPa', 'vibrations': '1.5187424459865284 m/s²'}",0
V01639282,E170_5403,2023-12-02 14:13:00,7.8,"{'temp': '-31°C', 'pressure': '1052 hPa', 'vibrations': '2.931897294189471 m/s²'}",0
V09936046,E170_0564,2023-12-02 14:13:00,0.7,"{'temp': '13°C', 'pressure': '983 hPa', 'vibrations': '2.425099328156288 m/s²'}",0
V02779933,A320_4603,2023-12-02 14:13:00,5.2,"{'temp': '-31°C', 'pressure': '1025 hPa', 'vibrations': '1.866451972544203 m/s²'}",0
V06472671,A330_1563,2023-12-02 14:13:00,7.6,"{'temp': '37°C', 'pressure': '919 hPa', 'vibrations': '3.9057771277475366 m/s²'}",0
