ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V07258227,A321_3449,2023-11-21 14:13:00,8.6,"{'temp': '-36°C', 'pressure': '1008 hPa', 'vibrations': '4.372048741062666 m/s²'}",0
V06036571,None_5980,2023-11-21 14:13:00,5.5,"{'temp': '-44°C', 'pressure': '961 hPa', 'vibrations': '2.7046536625079436 m/s²'}",2
V05475534,CRJ900_5737,2023-11-21 14:13:00,8.0,"{'temp': '-21°C', 'pressure': '941 hPa', 'vibrations': '2.398456672972398 m/s²'}",0
V05361202,E170_2289,2023-11-21 14:13:00,9.9,"{'temp': '-14°C', 'pressure': '964 hPa', 'vibrations': '2.54471836255965 m/s²'}",1
V04416713,B737_0274,2023-11-21 14:13:00,8.9,"{'temp': '1°C', 'pressure': '995 hPa', 'vibrations': '1.2435276688558516 m/s²'}",0
V06527560,A330_5932,2023-11-21 14:13:00,5.3,"{'temp': '9°C', 'pressure': '1086 hPa', 'vibrations': '3.894240761784972 m/s²'}",2
V07445345,A320_4603,2023-11-21 14:13:00,8.9,"{'temp': '-3°C', 'pressure': '900 hPa', 'vibrations': '0.89246013473395 m/s²'}",2
V01372436,A330_5589,2023-11-21 14:13:00,2.5,"{'temp': '42°C', 'pressure': '1024 hPa', 'vibrations': '1.4193754842914337 m/s²'}",0
V09505014,CRJ900_1184,2023-11-21 14:13:00,1.0,"{'temp': '-23°C', 'pressure': '929 hPa', 'vibrations': '2.926723011479359 m/s²'}",0
V05677029,B757_6583,2023-11-21 14:13:00,6.4,"{'temp': '46°C', 'pressure': '1095 hPa', 'vibrations': '1.0841016645112327 m/s²'}",0
V00211529,A330_5384,2023-11-21 14:13:00,10.8,"{'temp': '-12°C', 'pressure': '923 hPa', 'vibrations': '4.653218638327136 m/s²'}",1
V04547258,None_6774,2023-11-21 14:13:00,6.2,"{'temp': '23°C', 'pressure': '1008 hPa', 'vibrations': '2.740338727729981 m/s²'}",0
V02570238,B747_0195,2023-11-21 14:13:00,9.4,"{'temp': '41°C', 'pressure': '1029 hPa', 'vibrations': '0.4860142076110019 m/s²'}",0
V03288887,CRJ700_0354,2023-11-21 14:13:00,3.2,"{'temp': '-36°C', 'pressure': '1009 hPa', 'vibrations': '0.058707311006236385 m/s²'}",0
