ref_deg,linked_aero,compo_concerned,usure_cumulée,measure_day,need_replacement
D000780,CRJ900_5333,TRA20-164,31.9226,2023-12-08,False
D004001,B737_3698,SYS14-057,27.38890000000002,2023-12-08,False
D006014,None_2407,BOI22-126,47.33270000000007,2023-12-08,False
D008649,B777_3467,EQU23-159,35.60469999999998,2023-12-08,False
D003647,A380_3051,TRA21-350,28.977400000000024,2023-12-08,False
D008963,A321_0613,SPO16-147,41.9047,2023-12-08,False
D002860,CRJ700_6475,DIS32-241,24.77040000000001,2023-12-08,False
D008379,E170_2173,SPO16-475,39.267899999999976,2023-12-08,False
D005319,E175_6229,AUT8-068,27.996900000000014,2023-12-08,False
D007207,B767_0601,SYS33-541,28.23789999999998,2023-12-08,False
D004982,A321_6216,CAP39-023,33.82259999999998,2023-12-08,False
D006087,E175_0440,VOL17-020,39.26380000000002,2023-12-08,False
D002107,A321_0497,POR34-052,25.89650000000001,2023-12-08,False
D002786,E175_4340,SYS10-379,25.28460000000003,2023-12-08,False
D008007,B767_0657,SIE27-020,31.01929999999997,2023-12-08,False
D008028,B777_6834,SYS37-513,30.65549999999994,2023-12-08,False
D008650,CRJ700_4473,REA1-309,28.4228,2023-12-08,False
D008527,B747_2822,REA0-252,42.57410000000002,2023-12-08,False
D006805,None_5391,SYS33-345,46.68030000000004,2023-12-08,False
D008863,B737_6470,RAD11-030,26.074899999999992,2023-12-08,False
D005077,E175_4487,DIS32-222,39.57680000000003,2023-12-08,False
D002645,A340_5178,RAD11-509,44.52340000000007,2023-12-08,False
D007357,B747_0910,SYS31-470,49.32520000000002,2023-12-08,False
D001083,CRJ900_0271,AIL6-238,34.02589999999998,2023-12-08,False
D006172,A321_6216,REA1-675,46.0354,2023-12-08,False
D002069,CRJ900_4486,SIE26-504,43.092999999999954,2023-12-08,False
D000964,E170_1474,SYS28-415,39.7432,2023-12-08,False
D004770,B767_6273,AUT8-102,43.108400000000046,2023-12-08,False
D005917,E175_4832,CAM38-245,30.854200000000024,2023-12-08,False
D000785,A320_6954,VOL17-338,48.655399999999965,2023-12-08,False
D009176,B737_2584,SIE27-192,36.8066,2023-12-08,False
D004390,B767_0317,SYS33-261,33.85490000000003,2023-12-08,False
D006622,A380_4959,SYS36-100,46.214799999999926,2023-12-08,False
D004989,None_6155,SYS36-028,36.817200000000014,2023-12-08,False
D000034,B737_0318,RAD11-651,39.03360000000004,2023-12-08,False
D005255,A320_2447,POR34-249,36.82610000000005,2023-12-08,False
D003792,A321_2784,ORD12-455,36.020700000000005,2023-12-08,False
D008593,None_5391,GOU3-467,26.218199999999985,2023-12-08,False
D002261,E175_2361,AUT8-497,31.72639999999997,2023-12-08,False
D007009,A320_4603,SYS35-466,22.40510000000001,2023-12-08,False
D002180,CRJ900_6891,SYS24-011,39.78679999999997,2023-12-08,False
D004119,CRJ900_5773,AIL5-410,26.9408,2023-12-08,False
D006993,None_5692,SYS10-263,34.156799999999976,2023-12-08,False
D003034,A350_3017,SIE26-008,38.62769999999995,2023-12-08,False
D004197,A350_5005,DIS32-120,46.14560000000007,2023-12-08,False
D007407,None_5391,SYS33-335,29.46430000000005,2023-12-08,False
D005621,A380_3051,ANT25-169,29.21940000000002,2023-12-08,False
D007359,B767_3156,SYS2-421,31.987800000000032,2023-12-08,False
D003475,None_0075,SYS2-207,36.59129999999997,2023-12-08,False
D006428,E170_5314,VOL17-575,24.10859999999997,2023-12-08,False
D006157,A320_6052,ECL30-112,34.6108,2023-12-08,False
D000953,CRJ900_5158,CAM38-605,33.2776,2023-12-08,False
D009260,A321_0613,TRA21-672,30.885600000000046,2023-12-08,False
D003560,None_6838,CAP39-238,32.10200000000003,2023-12-08,False
D009693,CRJ900_1184,SYS36-024,30.250599999999967,2023-12-08,False
D006244,B737_2293,EMP4-426,34.264200000000024,2023-12-08,False
D004547,B767_1128,VOL18-444,37.7385,2023-12-08,False
D009149,A380_2873,SYS37-333,36.143999999999984,2023-12-08,False
D004956,B777_3467,TRA21-178,43.628400000000056,2023-12-08,False
