ref_deg,linked_aero,compo_concerned,usure_cumulée,measure_day,need_replacement
D007682,E170_2644,TRA19-179,28.397099999999973,2023-11-15,False
D009807,A320_3805,SYS24-502,23.150800000000014,2023-11-15,False
D005257,A340_2833,CAM38-189,22.10270000000003,2023-11-15,False
D005433,E170_4894,TRA21-621,27.2243,2023-11-15,False
D002767,A320_6364,SYS10-566,30.033099999999973,2023-11-15,False
D009813,B777_3285,SYS2-441,21.61205000000001,2023-11-15,False
D004441,B757_2709,GOU3-574,21.053100000000025,2023-11-15,False
D009540,E170_4304,EQU23-484,14.952850000000003,2023-11-15,False
D005861,E175_2393,SYS2-373,32.62465,2023-11-15,False
D000254,A350_1948,SIE27-362,20.04350000000001,2023-11-15,False
D002830,A320_0063,POR34-436,22.89635000000001,2023-11-15,False
D000856,E175_1713,SYS31-328,29.880200000000016,2023-11-15,False
D008574,A320_4881,AIL5-274,26.83194999999999,2023-11-15,False
D004502,A330_1938,EMP4-516,21.925350000000023,2023-11-15,False
D009999,E175_2393,SYS35-080,26.3473,2023-11-15,False
D000590,B777_1037,REA0-326,19.2168,2023-11-15,False
D007638,E175_4340,TRA21-372,21.42325000000001,2023-11-15,False
D005824,E170_4298,TRA19-546,22.523749999999986,2023-11-15,False
D009755,None_0075,POR34-347,21.535400000000003,2023-11-15,False
D005033,CRJ700_5389,SYS24-508,19.30235,2023-11-15,False
D007904,CRJ700_4473,AUT8-105,21.66114999999999,2023-11-15,False
D006073,B757_6583,TRA19-602,29.493350000000024,2023-11-15,False
D002270,E175_4239,SYS37-459,21.514250000000025,2023-11-15,False
D001003,CRJ900_2289,SYS7-163,23.37305,2023-11-15,False
D008330,A320_2447,SYS10-699,22.748350000000013,2023-11-15,False
D000815,CRJ700_1377,DIS32-170,21.578700000000016,2023-11-15,False
D004848,None_6838,DIS32-652,17.0877,2023-11-15,False
D004748,B747_2406,VOL18-057,26.796750000000014,2023-11-15,False
D003025,A340_1943,CAP39-313,26.239799999999978,2023-11-15,False
D006827,B737_3698,TRA21-264,16.04775,2023-11-15,False
D007951,E175_4832,DET29-449,25.82240000000001,2023-11-15,False
D000176,A350_5005,SYS14-681,27.6757,2023-11-15,False
D000980,CRJ900_6725,DIS15-406,16.00695,2023-11-15,False
D001323,CRJ900_5525,ORD12-132,23.67955000000001,2023-11-15,False
D003797,B747_4916,CAM38-153,20.0216,2023-11-15,False
D005530,None_6774,SIE27-564,21.10039999999999,2023-11-15,False
D009009,B747_1933,VOL18-083,24.262899999999988,2023-11-15,False
D002962,B767_4418,ECL30-568,13.792999999999996,2023-11-15,False
D008108,E175_6229,SYS24-390,25.83435,2023-11-15,False
D004828,None_6663,VOL18-434,21.628800000000023,2023-11-15,False
