ref_deg,linked_aero,compo_concerned,usure_cumulée,measure_day,need_replacement
D005033,CRJ900_0428,SPO16-209,27.67,2023-11-14,False
D001246,A321_6216,SYS2-545,16.572499999999998,2023-11-14,False
D007807,A321_0497,EQU23-545,24.6285,2023-11-14,False
D000378,A380_4355,REA1-281,22.245499999999986,2023-11-14,False
D004708,B767_3637,EMP4-108,27.459999999999987,2023-11-14,False
D005400,None_0118,TRA20-356,29.9915,2023-11-14,False
D008858,E170_2490,SYS36-603,27.18300000000002,2023-11-14,False
D005948,CRJ900_3190,CAP39-571,23.02499999999998,2023-11-14,False
D004862,E175_6229,SYS10-275,17.644000000000005,2023-11-14,False
D008505,A321_2867,ECL30-512,23.677,2023-11-14,False
D003847,B737_0318,TRA19-460,17.985999999999997,2023-11-14,False
D002847,CRJ900_5333,SYS33-675,27.318999999999985,2023-11-14,False
D001318,B737_0274,AIL5-301,21.2292,2023-11-14,False
D006322,E170_2289,ECL30-001,19.594999999999985,2023-11-14,False
D005914,E175_1224,ANT25-176,23.596500000000027,2023-11-14,False
D004225,A380_4959,SYS35-220,30.219,2023-11-14,False
D001269,CRJ700_6475,AIL6-666,21.89950000000002,2023-11-14,False
D005012,B757_2360,DIS15-229,13.3,2023-11-14,False
D009822,E170_2644,GEN13-249,20.036500000000004,2023-11-14,False
D009400,CRJ900_6725,SYS7-020,5.7537,2023-11-14,False
D009908,E175_0440,TRA21-312,21.802,2023-11-14,False
D005169,None_1084,REA0-371,19.481,2023-11-14,False
D007108,A320_6954,TRA20-541,20.080499999999997,2023-11-14,False
D007232,A320_6028,CAP39-318,18.397,2023-11-14,False
D007439,E175_5780,SYS28-137,16.15,2023-11-14,False
D004962,B737_2584,SIE27-192,21.377,2023-11-14,False
D005004,None_3415,SYS37-161,21.4635,2023-11-14,False
D003295,A340_5178,DIS15-559,24.111,2023-11-14,False
D009494,E170_4877,POR34-277,27.22449999999997,2023-11-14,False
D008329,B777_6834,SYS31-522,29.4845,2023-11-14,False
D003907,B757_2631,SPO16-635,17.712000000000007,2023-11-14,False
D005122,B757_0577,TRA21-330,24.445499999999974,2023-11-14,False
D006758,CRJ700_0354,REA1-151,23.3005,2023-11-14,False
D008697,CRJ700_2827,SYS10-258,16.689500000000002,2023-11-14,False
D004740,CRJ900_5333,VOL18-020,22.71050000000002,2023-11-14,False
D002524,A320_0020,RAD11-310,17.927500000000006,2023-11-14,False
D001508,A380_6060,DIS15-100,12.845499999999989,2023-11-14,False
D002402,A320_0039,TRA19-378,30.2765,2023-11-14,False
