ref_deg,linked_aero,compo_concerned,usure_cumulée,measure_day,need_replacement
D004725,B747_0607,TRA19-424,26.71274999999998,2023-11-19,False
D004980,A380_4355,RAD11-116,26.24850000000003,2023-11-19,False
D007597,None_3322,SYS35-021,18.627749999999995,2023-11-19,False
D004711,CRJ700_6562,DIS32-427,24.21025000000002,2023-11-19,False
D007992,B737_1878,SYS31-473,16.650750000000002,2023-11-19,False
D004564,CRJ900_5158,TRA20-469,32.61175,2023-11-19,False
D003530,E175_2393,SYS9-294,23.080000000000016,2023-11-19,False
D008273,A350_5575,SYS37-165,29.06275,2023-11-19,False
D004168,A380_5954,EQU23-098,26.0355,2023-11-19,False
D002945,B777_3467,SYS2-082,26.54749999999997,2023-11-19,False
D006509,B737_2009,SYS37-680,21.975250000000013,2023-11-19,False
D006472,A321_0497,SYS33-297,24.55049999999999,2023-11-19,False
D005149,A340_3881,SYS28-467,23.046750000000014,2023-11-19,False
D004610,A380_5479,SYS24-184,24.823999999999987,2023-11-19,False
D003708,A380_5479,SYS37-047,26.85600000000003,2023-11-19,False
D009302,None_1554,RAD11-092,33.23075,2023-11-19,False
D008830,E175_0440,GOU3-031,29.959500000000023,2023-11-19,False
D005350,E175_1224,AIL6-313,26.543749999999985,2023-11-19,False
D002115,B777_3285,AIL6-428,17.661500000000007,2023-11-19,False
D009517,A320_0063,ORD12-393,23.96525,2023-11-19,False
D009956,CRJ900_0486,AUT8-168,27.59925,2023-11-19,False
D003634,B737_2009,GOU3-017,25.8075,2023-11-19,False
D001733,A340_3881,SYS10-347,32.56674999999996,2023-11-19,False
D008513,E175_2361,DIS15-425,25.778500000000022,2023-11-19,False
D006416,A350_5575,ECL30-511,24.214,2023-11-19,False
D005167,B767_2723,SYS9-474,29.067000000000032,2023-11-19,False
D007893,B737_6105,SYS37-318,32.76899999999997,2023-11-19,False
D007129,E170_1341,TRA20-106,23.20575,2023-11-19,False
D005085,A320_6954,REA1-375,29.14574999999997,2023-11-19,False
D003546,CRJ700_1377,DIS32-170,23.72950000000002,2023-11-19,False
D000634,A321_2784,SYS31-471,31.956749999999964,2023-11-19,False
D000868,None_6838,AIL6-324,21.48175000000001,2023-11-19,False
D006642,E175_4340,SYS24-018,23.35975,2023-11-19,False
D004598,None_5980,VOL18-159,25.130249999999982,2023-11-19,False
D004470,A340_2275,SYS36-187,34.311,2023-11-19,False
D009189,A321_6216,SYS35-467,20.25525000000001,2023-11-19,False
D007144,None_6608,SYS7-072,23.566499999999973,2023-11-19,False
D007075,None_5579,DET29-157,64.36524999999995,2023-11-19,False
D001848,CRJ700_5389,SPO16-448,28.371000000000016,2023-11-19,False
D003585,E175_6535,TRA20-166,29.807999999999986,2023-11-19,False
D008857,A321_0987,SYS33-470,28.20474999999998,2023-11-19,False
D009028,B757_1013,CAP39-665,30.49125,2023-11-19,False
D005953,B777_4681,SPO16-577,26.98925,2023-11-19,False
D007560,None_5828,DIS15-156,27.037500000000016,2023-11-19,False
D005716,B747_0195,SYS35-596,16.016999999999996,2023-11-19,False
D000820,CRJ700_2204,TRA20-191,26.15925,2023-11-19,False
D009055,B767_5851,BOI22-046,22.977000000000015,2023-11-19,False
D007377,CRJ700_1377,SYS36-260,9.7898,2023-11-19,False
D001585,E170_0564,SYS37-239,48.8004999999999,2023-11-19,False
D003524,CRJ900_0428,REA1-154,22.654499999999988,2023-11-19,False
D006422,A330_5923,ORD12-231,28.68849999999997,2023-11-19,False
D009470,B757_0577,TRA20-501,18.9865,2023-11-19,False
D001079,CRJ900_5773,REA1-359,22.3155,2023-11-19,False
D003357,A321_3449,SYS28-251,27.470250000000025,2023-11-19,False
D004000,A340_3082,SYS7-439,26.6535,2023-11-19,False
D006696,A350_5401,TRA21-414,24.16849999999997,2023-11-19,False
D008963,A330_1129,SYS2-117,89.26075000000003,2023-11-19,True
D005581,E175_4749,EMP4-082,25.64500000000002,2023-11-19,False
D000132,B757_2283,SYS31-410,27.94275,2023-11-19,False
D001473,E170_2173,SYS10-478,31.13524999999997,2023-11-19,False
D007875,E175_0583,ECL30-623,19.550500000000014,2023-11-19,False
D002624,CRJ700_0354,REA1-151,26.54225,2023-11-19,False
D007206,CRJ700_2827,SPO16-536,19.13425,2023-11-19,False
D002093,A321_2905,SYS14-127,25.24425,2023-11-19,False
D008194,E170_5474,SYS35-280,15.416250000000003,2023-11-19,False
D001248,B747_1559,SYS33-375,24.61425000000002,2023-11-19,False
D006042,B767_2187,EMP4-005,28.418750000000017,2023-11-19,False
D009235,B777_3285,TRA20-198,23.1165,2023-11-19,False
