ref_deg,linked_aero,compo_concerned,usure_cumulée,measure_day,need_replacement
D002416,B777_2551,TRA19-256,23.15370000000002,2023-11-10,False
D003648,CRJ900_6200,ORD12-266,20.826899999999995,2023-11-10,False
D003892,E175_0099,ANT25-662,22.955799999999986,2023-11-10,False
D007261,B757_0284,AUT8-330,16.578700000000005,2023-11-10,False
D001155,B737_6470,POR34-151,21.86429999999999,2023-11-10,False
D005800,None_6663,EQU23-499,12.2005,2023-11-10,False
D004184,B737_0342,SYS37-068,25.200700000000023,2023-11-10,False
D005999,A321_0732,ORD12-527,53.41089999999996,2023-11-10,False
D008362,A330_1129,SYS28-281,25.911499999999982,2023-11-10,False
D006921,A321_2784,GOU3-390,22.49030000000002,2023-11-10,False
D003429,B737_0842,EQU23-235,16.1064,2023-11-10,False
D005785,B777_1037,SYS28-250,25.220200000000027,2023-11-10,False
D004091,None_6155,TRA20-447,12.6433,2023-11-10,False
D001412,A330_2838,DET29-478,20.31079999999999,2023-11-10,False
D000944,A380_4821,POR34-556,19.11310000000001,2023-11-10,False
D001516,B737_0608,SYS2-569,17.582900000000002,2023-11-10,False
D005772,A320_2211,ANT25-129,23.60380000000001,2023-11-10,False
D001955,B767_6463,SYS33-487,25.106300000000022,2023-11-10,False
D005202,None_1554,SYS7-100,26.53179999999998,2023-11-10,False
D003191,B737_0842,SPO16-440,15.547799999999995,2023-11-10,False
D001060,A321_4895,ECL30-040,22.1587,2023-11-10,False
D001533,CRJ900_5333,TRA21-481,18.2584,2023-11-10,False
D000383,None_0385,TRA21-182,18.184299999999997,2023-11-10,False
D008823,A320_6052,RAD11-150,17.160199999999996,2023-11-10,False
D006270,None_0075,SYS35-416,21.4533,2023-11-10,False
D005818,B777_2343,TRA21-496,18.226300000000005,2023-11-10,False
D007432,A350_5401,SYS9-528,18.2347,2023-11-10,False
D007397,B757_0284,TRA21-568,22.842000000000013,2023-11-10,False
D008265,B777_4681,EMP4-203,24.0543,2023-11-10,False
D002631,A321_0987,ORD12-142,25.324099999999987,2023-11-10,False
D005986,A340_2877,AIL5-295,22.291700000000017,2023-11-10,False
D000924,None_6838,ORD12-026,20.0779,2023-11-10,False
D001521,B767_1817,AIL6-159,26.048799999999986,2023-11-10,False
D005978,E175_6535,SYS7-239,15.647100000000004,2023-11-10,False
D009838,A330_5932,TRA21-154,96.5227,2023-11-10,True
D002920,CRJ700_2827,SYS28-603,21.1179,2023-11-10,False
D001375,E175_0099,REA1-179,11.527799999999992,2023-11-10,False
D002280,A350_4712,VOL18-231,21.8908,2023-11-10,False
D009945,B777_3756,TRA20-382,18.2392,2023-11-10,False
D004140,A320_3073,SYS14-011,14.688999999999988,2023-11-10,False
D009458,E175_2361,EMP4-639,27.0952,2023-11-10,False
D007211,A350_5401,POR34-551,20.63910000000002,2023-11-10,False
D004741,E170_1384,SYS37-429,24.6617,2023-11-10,False
D005498,B737_2009,DIS32-029,23.000799999999995,2023-11-10,False
D000997,B767_6273,DET29-669,18.912,2023-11-10,False
D008723,B737_0842,SYS37-307,21.6893,2023-11-10,False
D000253,B767_6463,SYS37-445,19.985699999999994,2023-11-10,False
D007260,B737_0274,SYS33-341,16.072600000000005,2023-11-10,False
D004746,E170_2289,SYS10-628,24.7477,2023-11-10,False
D005261,A340_0646,SYS31-055,15.75120000000001,2023-11-10,False
D005563,B747_0910,ECL30-538,14.760800000000003,2023-11-10,False
