ref_deg,linked_aero,compo_concerned,usure_cumulée,measure_day,need_replacement
D003330,B737_6105,BOI22-372,34.52384999999998,2023-12-13,False
D009639,None_2407,AIL6-675,44.55690000000003,2023-12-13,False
D003485,A320_0039,VOL17-449,44.26374999999994,2023-12-13,False
D003790,B767_6463,SYS28-209,29.07090000000004,2023-12-13,False
D001653,A330_5589,SYS36-597,37.5037,2023-12-13,False
D002692,CRJ900_2888,ANT25-183,41.58315,2023-12-13,False
D005886,B737_4082,EMP4-674,37.23429999999996,2023-12-13,False
D008057,E170_4298,ORD12-066,40.8793,2023-12-13,False
D007358,A330_2342,DIS32-135,32.74015000000003,2023-12-13,False
D003190,B777_3285,DIS15-272,41.90399999999999,2023-12-13,False
D006028,B747_4916,SYS31-646,47.27255,2023-12-13,False
D001526,A320_2447,SYS14-318,47.82629999999999,2023-12-13,False
D008427,A320_4881,CAP39-399,44.20004999999996,2023-12-13,False
D005800,CRJ700_0354,SPO16-592,39.61049999999999,2023-12-13,False
D002604,B767_6463,SYS7-391,45.61864999999999,2023-12-13,False
D008466,E170_0564,SYS14-396,44.48664999999997,2023-12-13,False
D007674,A321_0613,SIE27-225,73.69740000000002,2023-12-13,False
D006948,None_5883,EQU23-209,32.69415000000004,2023-12-13,False
D002768,E175_6535,TRA20-688,46.27770000000007,2023-12-13,False
D005312,None_3322,CAM38-105,45.62984999999997,2023-12-13,False
D009105,B777_3756,SYS10-160,39.27160000000002,2023-12-13,False
D004437,A321_0987,SYS33-366,42.4905,2023-12-13,False
D002574,A321_4895,VOL18-354,46.1478,2023-12-13,False
D004256,E175_4487,VOL18-437,37.05235000000003,2023-12-13,False
D008467,A320_4881,SYS33-052,36.17299999999996,2023-12-13,False
D004888,B757_1013,CAM38-483,38.02495,2023-12-13,False
D004722,B777_2343,RAD11-298,36.44264999999999,2023-12-13,False
D004045,B767_0317,SYS14-062,48.75360000000001,2023-12-13,False
D005607,A320_6028,REA0-357,33.6753,2023-12-13,False
D009305,A330_2342,DET29-557,53.20484999999996,2023-12-13,False
