ref_deg,linked_aero,compo_concerned,usure_cumulée,measure_day,need_replacement
D006917,A340_1943,AIL5-627,32.24119999999997,2023-12-07,False
D005071,B777_2551,CAM38-065,33.24220000000002,2023-12-07,False
D009313,A320_2211,SYS7-349,36.01030000000002,2023-12-07,False
D009236,E175_4340,TRA21-273,33.84780000000005,2023-12-07,False
D007592,A320_6954,RAD11-255,27.225550000000027,2023-12-07,False
D000669,CRJ700_0354,TRA19-097,34.690399999999975,2023-12-07,False
D005370,B747_4876,SYS28-625,47.09419999999996,2023-12-07,False
D002895,A380_4821,SYS33-016,31.11445,2023-12-07,False
D000140,E170_2289,SIE26-164,33.78369999999997,2023-12-07,False
D005514,None_0385,DET29-321,41.54110000000003,2023-12-07,False
D007929,B747_6830,SYS33-610,41.05520000000005,2023-12-07,False
D006095,B747_2406,TRA21-151,40.62574999999998,2023-12-07,False
D005704,CRJ900_0271,EMP4-594,42.33344999999997,2023-12-07,False
D009841,A380_6060,RAD11-250,32.71199999999999,2023-12-07,False
D001611,B777_2343,REA1-118,31.333350000000056,2023-12-07,False
D001017,A320_3073,BOI22-483,30.856400000000036,2023-12-07,False
D000628,A340_5178,SYS31-330,26.9599,2023-12-07,False
D003180,A320_4466,SYS24-069,39.84070000000005,2023-12-07,False
D006756,E175_5323,DIS32-670,40.07309999999999,2023-12-07,False
D008768,E175_2393,REA1-536,33.07845000000003,2023-12-07,False
D006754,E175_6535,SYS7-061,41.30740000000006,2023-12-07,False
D005036,CRJ700_0354,SPO16-592,36.313499999999976,2023-12-07,False
D002460,E175_1224,SYS14-024,28.063650000000035,2023-12-07,False
D004978,B747_2822,TRA19-085,39.37719999999997,2023-12-07,False
D006421,B737_5252,POR34-102,28.37205,2023-12-07,False
D004905,B767_1817,SYS2-527,29.616250000000026,2023-12-07,False
D005987,A321_0497,SYS10-649,26.7,2023-12-07,False
D004927,A320_4124,EQU23-358,39.14380000000002,2023-12-07,False
D003115,A340_0646,SYS2-700,40.39459999999999,2023-12-07,False
D002838,A330_1129,TRA19-462,34.581199999999974,2023-12-07,False
D008670,B757_0284,SYS10-236,39.05674999999999,2023-12-07,False
D001610,E170_4894,SYS28-387,25.447099999999967,2023-12-07,False
D009774,A380_5479,AIL6-305,26.01705,2023-12-07,False
D004767,B777_3756,ECL30-212,28.463899999999985,2023-12-07,False
D009980,A321_3449,SYS35-390,26.55724999999996,2023-12-07,False
D009697,B757_2360,SYS9-168,26.27445000000003,2023-12-07,False
D002903,B767_3156,VOL18-191,35.33894999999996,2023-12-07,False
D005585,E175_1713,CAM38-417,37.55305000000006,2023-12-07,False
D000371,A321_3449,RAD11-342,37.439099999999954,2023-12-07,False
D000300,None_0163,DIS32-124,33.020049999999976,2023-12-07,False
D000930,E175_4487,DIS15-545,43.91155000000003,2023-12-07,False
D000741,None_5391,SYS9-537,42.21979999999997,2023-12-07,False
D002923,E175_4487,DIS32-037,34.236200000000025,2023-12-07,False
D001891,None_5391,SYS31-499,44.00250000000006,2023-12-07,False
D003959,A340_2877,ANT25-218,40.13835000000001,2023-12-07,False
D006617,None_6663,CAP39-388,37.31224999999999,2023-12-07,False
D007615,None_5391,EQU23-352,67.4657,2023-12-07,False
D009077,B737_0342,SPO16-156,46.12945000000001,2023-12-07,False
D000751,A350_6030,BOI22-064,33.1812,2023-12-07,False
D003635,E175_5323,SYS36-485,44.80750000000001,2023-12-07,False
D007450,E175_1713,TRA21-219,45.90820000000007,2023-12-07,False
D001079,E175_0964,SYS33-480,42.00235,2023-12-07,False
D004967,A321_0732,SYS10-489,79.65774999999992,2023-12-07,False
D005699,CRJ900_5773,SYS37-549,45.31250000000003,2023-12-07,False
D000887,A330_1563,REA1-512,41.24254999999999,2023-12-07,False
D001428,None_1237,SYS9-589,40.21300000000005,2023-12-07,False
D009838,B777_3285,REA1-241,24.743200000000037,2023-12-07,False
D001920,E175_0964,GEN13-223,25.61175000000004,2023-12-07,False
D005183,B777_3285,VOL18-361,33.05295,2023-12-07,False
D006934,E170_1621,ORD12-700,45.68850000000003,2023-12-07,False
D004172,B747_0175,DET29-444,33.92044999999999,2023-12-07,False
D009877,CRJ900_0486,SYS37-390,33.326650000000015,2023-12-07,False
D005068,A321_4814,SPO16-574,35.710350000000005,2023-12-07,False
D008686,E175_0808,SYS7-640,39.04440000000004,2023-12-07,False
D000962,B777_4681,DET29-425,52.33675000000004,2023-12-07,False
D000878,B757_4876,TRA21-108,30.180449999999947,2023-12-07,False
D009551,B737_0842,SYS37-307,35.94665,2023-12-07,False
D007090,A340_2275,TRA21-454,35.34454999999996,2023-12-07,False
D007957,B747_0175,SYS37-281,31.830699999999972,2023-12-07,False
D003147,B777_1042,REA0-477,35.16690000000002,2023-12-07,False
D004010,E170_4894,POR34-486,33.24380000000001,2023-12-07,False
D007994,CRJ700_2277,SYS35-305,56.11864999999997,2023-12-07,False
D009876,None_6838,TRA19-232,26.55709999999998,2023-12-07,False
D001944,CRJ900_0468,SYS7-534,47.31319999999998,2023-12-07,False
D006668,A321_6216,SYS28-361,30.657200000000017,2023-12-07,False
D009429,None_6663,SYS36-526,38.59290000000006,2023-12-07,False
D005683,None_5883,EQU23-573,39.06444999999998,2023-12-07,False
D003782,CRJ700_2805,POR34-389,30.472749999999976,2023-12-07,False
D002149,A321_0467,SYS35-282,32.34605,2023-12-07,False
D001199,B757_1659,TRA20-100,36.85265,2023-12-07,False
D004264,B767_1817,EMP4-522,41.83159999999994,2023-12-07,False
D009984,B757_2709,VOL17-018,32.33629999999999,2023-12-07,False
D007815,A320_0039,TRA19-040,30.6301,2023-12-07,False
D001084,E170_2644,SYS33-322,40.200599999999966,2023-12-07,False
D008927,A340_0646,POR34-613,27.94049999999997,2023-12-07,False
D007030,A321_3449,RAD11-342,37.439099999999954,2023-12-07,False
D004691,E170_1621,DIS15-232,36.48625,2023-12-07,False
D005642,E175_3294,SYS10-352,24.49975000000001,2023-12-07,False
D009254,CRJ900_0486,SYS37-390,33.326650000000015,2023-12-07,False
D005157,E175_6535,EQU23-321,39.778649999999935,2023-12-07,False
D008311,E175_3294,REA0-139,33.21649999999998,2023-12-07,False
D000693,A321_3449,SIE26-143,29.69250000000001,2023-12-07,False
D009170,E170_2289,DET29-005,40.15634999999997,2023-12-07,False
D009986,A320_4124,DIS15-373,40.929499999999976,2023-12-07,False
D001100,E170_1621,DIS15-232,36.48625,2023-12-07,False
D006684,A350_5005,DET29-068,32.851999999999975,2023-12-07,False
D006121,A320_0063,TRA20-158,37.46535000000003,2023-12-07,False
D000602,A330_5384,SIE27-333,38.43925000000004,2023-12-07,False
D003296,A320_0039,EQU23-023,37.42844999999997,2023-12-07,False
D004653,A340_2275,SYS2-181,47.06230000000004,2023-12-07,False
D002799,None_1554,DIS32-433,34.969799999999985,2023-12-07,False
D005981,CRJ900_5255,SIE27-519,33.83095000000001,2023-12-07,False
D007989,A380_4355,ORD12-051,32.95244999999996,2023-12-07,False
D006396,None_0163,CAP39-483,35.78575,2023-12-07,False
D001805,E175_3294,EMP4-508,38.06355000000003,2023-12-07,False
D004851,A321_0613,SIE27-531,28.451500000000028,2023-12-07,False
D007593,B737_0608,SYS7-377,39.93679999999998,2023-12-07,False
D002453,B737_6105,SYS36-541,30.11885000000006,2023-12-07,False
D006603,B757_1659,TRA21-547,38.66244999999997,2023-12-07,False
D001918,A321_0467,SYS7-634,45.4827,2023-12-07,False
D006654,E175_2393,EQU23-079,45.22784999999996,2023-12-07,False
D002663,A330_5932,TRA19-505,37.903250000000064,2023-12-07,False
D002934,B757_1659,SPO16-271,35.66885000000005,2023-12-07,False
D005240,B747_0910,GEN13-308,41.659200000000055,2023-12-07,False
D001421,A321_2867,DIS15-057,37.49700000000002,2023-12-07,False
D000247,B747_4253,REA0-538,75.90189999999986,2023-12-07,False
D008374,B777_3756,REA1-333,44.08509999999994,2023-12-07,False
D001112,E170_2173,DIS15-546,23.557149999999982,2023-12-07,False
D000409,E170_0564,SYS14-396,40.44054999999999,2023-12-07,False
D009338,B737_0608,CAM38-375,36.4234,2023-12-07,False
D008850,B767_6463,ECL30-337,31.878450000000036,2023-12-07,False
D002250,A380_4355,CAP39-092,31.28824999999996,2023-12-07,False
D002342,A320_0039,REA0-006,31.460500000000057,2023-12-07,False
D006179,CRJ700_5378,SIE26-063,29.65605000000001,2023-12-07,False
D009604,A380_4959,SYS37-581,43.70129999999997,2023-12-07,False
D002817,A321_6216,SYS7-430,44.36034999999999,2023-12-07,False
D003414,E170_5474,GOU3-082,31.263100000000023,2023-12-07,False
D004133,CRJ700_6562,GOU3-070,27.516900000000025,2023-12-07,False
D008559,B757_1707,REA1-607,42.3113,2023-12-07,False
D008442,A340_3881,SYS2-228,43.72895000000005,2023-12-07,False
D006795,A320_6028,ECL30-698,27.138450000000024,2023-12-07,False
D005786,A321_2867,SYS14-570,38.14604999999999,2023-12-07,False
D002893,E175_0808,ANT25-333,38.19055,2023-12-07,False
D001526,A330_5932,TRA19-105,36.29840000000002,2023-12-07,False
D008770,E170_0564,SIE26-506,23.82264999999998,2023-12-07,False
D003223,A321_3449,DIS15-046,9.885750000000002,2023-12-07,False
D000776,None_5391,SYS36-172,25.6641,2023-12-07,False
D001182,B777_3756,REA1-333,44.08509999999994,2023-12-07,False
D008963,B777_3467,CAM38-183,39.23450000000003,2023-12-07,False
D002149,CRJ700_0354,EMP4-095,25.777150000000024,2023-12-07,False
D006174,CRJ900_6200,SYS2-631,30.953100000000024,2023-12-07,False
D008750,B757_1013,SYS7-410,30.4703,2023-12-07,False
D000313,B737_1878,ANT25-575,47.45200000000004,2023-12-07,False
D002778,E175_4487,SYS33-537,41.22754999999997,2023-12-07,False
D004880,CRJ900_0468,SYS28-292,41.26025,2023-12-07,False
D002036,A380_3051,EQU23-024,46.608000000000025,2023-12-07,False
D005574,None_5980,SPO16-679,33.75025000000002,2023-12-07,False
D000840,B767_0657,REA0-451,36.46315000000001,2023-12-07,False
D002196,E175_0099,TRA21-290,37.37224999999998,2023-12-07,False
D005785,E170_4894,SYS24-109,57.13144999999982,2023-12-07,False
D006541,A320_0039,EQU23-364,31.855200000000035,2023-12-07,False
D001557,A321_6216,EMP4-101,45.30155,2023-12-07,False
D007865,A340_3881,TRA20-561,39.594449999999945,2023-12-07,False
D009999,A321_2867,SYS31-395,41.1166,2023-12-07,False
D000481,E170_2532,ORD12-135,38.20630000000002,2023-12-07,False
D004378,A380_4355,ANT25-654,43.41139999999999,2023-12-07,False
D005863,B737_0608,AUT8-582,36.61329999999998,2023-12-07,False
D002348,None_2407,AUT8-482,36.20379999999996,2023-12-07,False
D001104,CRJ700_1377,CAP39-111,43.99900000000002,2023-12-07,False
D004553,A320_6028,TRA20-592,27.897950000000037,2023-12-07,False
D001455,E170_5314,AUT8-596,28.03485,2023-12-07,False
D007974,B777_1363,SYS10-646,46.38360000000005,2023-12-07,False
D002624,E175_2393,SYS9-294,30.676000000000016,2023-12-07,False
D009561,B767_1128,DIS15-222,33.14150000000002,2023-12-07,False
D007452,E175_1713,GOU3-587,31.6536,2023-12-07,False
D002610,E175_1713,VOL17-612,22.034500000000016,2023-12-07,False
D005658,E175_5780,SYS36-261,37.18055000000002,2023-12-07,False
D007133,B737_2293,TRA21-684,37.24719999999998,2023-12-07,False
D003610,CRJ900_6891,VOL18-357,35.16855000000004,2023-12-07,False
D005793,None_3415,SYS36-444,39.90584999999994,2023-12-07,False
D001348,B767_2187,DIS15-206,22.52139999999998,2023-12-07,False
D009314,CRJ700_5389,EQU23-108,39.58730000000005,2023-12-07,False
D008140,B747_4876,POR34-305,35.9193,2023-12-07,False
D008113,CRJ900_0486,EMP4-662,35.27800000000002,2023-12-07,False
D006327,B767_2487,SYS14-385,33.237599999999965,2023-12-07,False
D008098,B747_2822,ANT25-645,41.13850000000007,2023-12-07,False
D007311,E175_1081,VOL18-262,41.38235000000005,2023-12-07,False
D002760,None_0385,SYS28-142,23.257049999999985,2023-12-07,False
D005128,A320_6364,GOU3-397,26.152450000000027,2023-12-07,False
D009079,CRJ700_0354,SIE27-421,40.418049999999965,2023-12-07,False
