ref_deg,linked_aero,compo_concerned,usure_cumulée,measure_day,need_replacement
D002574,B747_4916,VOL18-064,16.782500000000013,2023-11-09,False
D008199,B737_2009,DIS32-029,22.27,2023-11-09,False
D004319,B747_0910,ECL30-538,14.325000000000005,2023-11-09,False
D000397,A380_3051,SYS7-396,20.205000000000005,2023-11-09,False
D005170,None_5579,CAP39-664,19.387500000000003,2023-11-09,False
D001908,B757_2709,CAP39-083,12.63875,2023-11-09,False
D003197,A340_3082,SYS35-091,17.437499999999993,2023-11-09,False
D007335,B747_4876,EQU23-105,20.048749999999988,2023-11-09,False
D004641,E175_6229,SYS9-592,16.826249999999998,2023-11-09,False
D004273,B767_5851,REA1-135,21.94249999999999,2023-11-09,False
D005462,CRJ900_0468,SYS9-110,16.736250000000002,2023-11-09,False
D003240,None_6838,DIS15-402,24.57374999999998,2023-11-09,False
D006208,E170_5474,AIL6-115,22.93624999999998,2023-11-09,False
D008944,A320_6954,ECL30-478,14.905,2023-11-09,False
D004053,B777_2343,SYS33-180,24.64625,2023-11-09,False
D007639,B767_2195,TRA21-030,23.7,2023-11-09,False
D002401,A321_4814,SYS36-308,21.96125,2023-11-09,False
D007624,A321_4895,REA1-590,21.27875,2023-11-09,False
D009672,E170_0564,SIE26-366,22.63499999999998,2023-11-09,False
D006653,A320_4603,SIE26-276,21.03375,2023-11-09,False
D008122,A320_2211,TRA21-323,17.9325,2023-11-09,False
D002048,A320_3792,SYS24-347,25.04624999999998,2023-11-09,False
D007102,CRJ700_0354,REA1-291,18.59625,2023-11-09,False
D001034,B747_2822,DET29-291,22.573750000000015,2023-11-09,False
D009183,A321_6216,SYS31-292,15.69875,2023-11-09,False
D008074,B777_1037,REA1-094,23.09625000000002,2023-11-09,False
D003609,A321_0497,SYS28-598,16.369999999999997,2023-11-09,False
D003142,B737_0342,GOU3-473,19.613750000000003,2023-11-09,False
D001982,E175_0964,GEN13-443,15.257499999999997,2023-11-09,False
D002838,A340_5178,ECL30-436,17.8225,2023-11-09,False
D001463,A350_5401,TRA21-620,20.11625000000002,2023-11-09,False
D009969,CRJ900_2888,TRA21-307,19.58625,2023-11-09,False
D008407,E175_0964,SYS33-480,24.78375,2023-11-09,False
D006805,B767_2187,VOL18-227,27.436249999999987,2023-11-09,False
D004712,B737_5252,CAM38-449,17.73875,2023-11-09,False
D009339,A350_6030,DIS15-360,18.1,2023-11-09,False
D000308,None_3415,AUT8-002,49.88750000000002,2023-11-09,False
D002725,None_0385,VOL18-157,21.839999999999986,2023-11-09,False
D006407,B737_0342,AIL5-124,19.607499999999987,2023-11-09,False
D003011,E170_2289,RAD11-573,19.388749999999995,2023-11-09,False
D006845,A321_4814,DET29-109,22.32125000000001,2023-11-09,False
D006360,E170_2532,GEN13-331,19.2075,2023-11-09,False
D006821,A330_1129,EMP4-388,26.819999999999983,2023-11-09,False
D005021,A320_3805,SYS31-337,12.446249999999996,2023-11-09,False
D000545,A340_3881,CAM38-611,16.70749999999999,2023-11-09,False
D000995,B737_2009,DET29-161,17.235,2023-11-09,False
D007152,A320_6954,EMP4-324,15.184999999999995,2023-11-09,False
D007037,B767_2487,SYS2-394,21.64124999999999,2023-11-09,False
D005054,B747_0910,AIL6-543,22.936250000000022,2023-11-09,False
D007002,E170_5403,RAD11-124,15.069999999999997,2023-11-09,False
D004259,B767_2187,ORD12-645,95.32124999999996,2023-11-09,True
D002543,B757_0284,TRA19-547,21.956250000000008,2023-11-09,False
D009786,B757_0577,VOL17-206,19.08375000000001,2023-11-09,False
D005291,None_1084,GOU3-137,18.878749999999997,2023-11-09,False
D008968,E175_0964,DIS32-380,18.858750000000008,2023-11-09,False
D000907,E170_4894,TRA21-341,52.75999999999993,2023-11-09,False
D001875,CRJ900_5255,EMP4-063,15.37875,2023-11-09,False
D008911,None_3322,ORD12-276,21.31,2023-11-09,False
D000494,None_5391,VOL17-557,12.84875,2023-11-09,False
D005797,B737_0318,RAD11-440,21.587499999999984,2023-11-09,False
D000071,None_1084,SIE27-487,58.78,2023-11-09,False
D004496,E175_5780,SYS33-211,19.91749999999999,2023-11-09,False
D006902,E170_2644,SYS37-686,24.78500000000001,2023-11-09,False
D002435,E175_0583,SYS10-138,26.035,2023-11-09,False
D008973,None_3322,ANT25-148,23.4425,2023-11-09,False
D001724,E175_2393,SYS35-397,24.197499999999987,2023-11-09,False
D004408,None_2407,EMP4-131,12.617499999999996,2023-11-09,False
D008114,A380_4355,CAP39-092,14.901250000000005,2023-11-09,False
D003365,CRJ700_5389,SPO16-448,21.165000000000003,2023-11-09,False
D001205,B737_6105,DIS32-597,15.436249999999996,2023-11-09,False
D000905,A320_4881,SYS14-331,25.39,2023-11-09,False
D002100,E170_4304,SYS37-610,20.993749999999988,2023-11-09,False
D007506,B737_0342,CAM38-408,21.405,2023-11-09,False
D005248,B737_3698,ORD12-252,13.557499999999996,2023-11-09,False
D003336,B747_2406,DET29-377,17.262500000000003,2023-11-09,False
D001310,E175_4487,DIS15-368,18.503750000000004,2023-11-09,False
D003728,A330_5923,REA0-304,18.13875,2023-11-09,False
D005851,E175_5780,SYS33-691,46.57875000000009,2023-11-09,False
D003522,A320_0039,CAP39-512,26.07875,2023-11-09,False
D005604,A321_2905,CAM38-266,12.02875,2023-11-09,False
D009777,B767_0657,SYS14-112,18.742499999999996,2023-11-09,False
