ref_deg,linked_aero,compo_concerned,usure_cumulée,measure_day,need_replacement
D009175,A380_4821,SYS33-353,33.368199999999966,2023-11-28,False
D004265,None_6838,DIS32-652,23.544800000000013,2023-11-28,False
D002244,CRJ900_2289,SYS28-011,36.17739999999997,2023-11-28,False
D005048,E175_5780,SYS2-104,32.91080000000002,2023-11-28,False
D003567,CRJ700_2277,SYS7-305,22.523200000000017,2023-11-28,False
D000619,A321_0613,SYS37-121,36.23579999999998,2023-11-28,False
D006934,B767_2187,SIE26-085,27.063,2023-11-28,False
D002667,A340_2833,SYS33-674,28.366599999999973,2023-11-28,False
D009982,E175_2361,DIS15-425,31.098400000000023,2023-11-28,False
D003221,A340_1943,AUT8-199,26.4392,2023-11-28,False
D007958,None_2407,SYS24-694,38.59399999999994,2023-11-28,False
D003010,B737_0608,SYS37-522,20.549399999999988,2023-11-28,False
D005354,B747_0607,BOI22-616,31.71979999999999,2023-11-28,False
D006878,E170_4894,SIE27-356,34.23100000000003,2023-11-28,False
D008007,CRJ700_2827,ORD12-479,33.15880000000003,2023-11-28,False
D007654,B767_2187,SPO16-596,29.3422,2023-11-28,False
D000575,B757_4876,SYS2-271,22.709400000000013,2023-11-28,False
D000117,None_5391,DIS32-533,27.071400000000036,2023-11-28,False
D007550,B747_0302,SYS37-407,39.04859999999999,2023-11-28,False
D006519,E175_1713,SYS28-238,32.123200000000004,2023-11-28,False
D007893,E170_2173,SYS33-360,34.54520000000002,2023-11-28,False
D003175,CRJ900_5333,SYS14-181,21.9818,2023-11-28,False
D006017,A320_4466,SYS35-367,34.1136,2023-11-28,False
D000341,CRJ900_0428,REA1-154,28.294799999999984,2023-11-28,False
D007911,B777_6834,SYS9-560,34.89399999999997,2023-11-28,False
D001374,A320_6052,VOL18-220,29.78,2023-11-28,False
D005825,A320_2211,ANT25-129,33.25720000000001,2023-11-28,False
D001696,CRJ700_6562,SYS33-294,28.24839999999998,2023-11-28,False
D000890,CRJ700_5378,VOL17-144,32.602999999999966,2023-11-28,False
D005985,None_5980,DET29-315,26.63680000000001,2023-11-28,False
D006074,E170_4298,RAD11-635,29.455600000000015,2023-11-28,False
D008018,B737_6821,AIL6-299,34.858000000000004,2023-11-28,False
D004078,A320_2211,DET29-035,24.97380000000001,2023-11-28,False
D005183,CRJ900_2888,SYS28-453,26.897400000000022,2023-11-28,False
D001696,B757_4876,BOI22-327,30.32419999999997,2023-11-28,False
D000185,B767_3156,SYS10-272,32.592199999999984,2023-11-28,False
D001631,None_1237,SYS36-635,30.725599999999982,2023-11-28,False
D005877,B747_0302,VOL18-519,27.35880000000004,2023-11-28,False
D007526,None_3415,TRA20-134,31.3772,2023-11-28,False
D004814,CRJ900_6891,SIE27-064,31.3666,2023-11-28,False
D007530,None_0163,SYS36-192,36.34820000000002,2023-11-28,False
D002084,A321_0467,DIS15-102,33.6504,2023-11-28,False
D003261,None_5883,SYS37-102,40.02,2023-11-28,False
D004595,E170_2173,SYS2-259,27.8722,2023-11-28,False
D007456,None_5828,SIE26-206,25.5176,2023-11-28,False
D007054,None_6155,GOU3-582,27.232000000000014,2023-11-28,False
D002495,E175_1224,SYS37-431,21.386800000000022,2023-11-28,False
D008253,E175_1081,SYS28-360,41.068800000000046,2023-11-28,False
D009534,B767_2195,SYS36-074,32.5986,2023-11-28,False
D007399,B767_3156,SYS9-603,34.339799999999975,2023-11-28,False
D000625,B747_0620,ECL30-402,24.80379999999999,2023-11-28,False
D000945,A320_0039,TRA19-040,25.9348,2023-11-28,False
D002852,B767_3223,DIS15-456,27.35419999999998,2023-11-28,False
D009172,B757_3072,ANT25-093,30.4156,2023-11-28,False
