ref_deg,linked_aero,compo_concerned,usure_cumulée,measure_day,need_replacement
D002104,B737_6105,SYS14-600,31.869899999999948,2023-12-05,False
D002233,CRJ900_5773,ANT25-177,64.07845,2023-12-05,False
D003974,A320_4881,GOU3-219,29.632799999999968,2023-12-05,False
D008545,B737_5252,SYS10-618,40.05305,2023-12-05,False
D006075,None_2407,SYS14-135,38.29044999999997,2023-12-05,False
D007189,CRJ700_1377,SIE27-477,31.8317,2023-12-05,False
D008016,A321_4814,GOU3-152,39.96759999999997,2023-12-05,False
D007337,A330_2838,SIE26-292,41.31570000000002,2023-12-05,False
D007396,E175_0488,SYS9-061,51.51799999999999,2023-12-05,False
D007670,E170_2644,SYS14-305,34.71919999999998,2023-12-05,False
D006636,A340_0646,SYS35-536,38.42330000000002,2023-12-05,False
D002561,CRJ900_5737,ORD12-493,32.85044999999999,2023-12-05,False
D005930,None_2407,SYS37-317,42.72775000000002,2023-12-05,False
D008562,None_5692,GEN13-247,69.64540000000002,2023-12-05,False
D005870,CRJ700_5389,POR34-214,29.499150000000014,2023-12-05,False
D009167,A320_4881,DIS15-497,45.53844999999997,2023-12-05,False
D005262,A320_6028,DIS32-422,33.97240000000002,2023-12-05,False
D008925,A350_1948,SIE27-465,31.546100000000017,2023-12-05,False
D000693,CRJ900_5158,SYS33-091,28.42179999999996,2023-12-05,False
D008852,A321_0613,SYS36-450,38.23969999999999,2023-12-05,False
D001755,B767_0317,SYS7-471,33.08490000000003,2023-12-05,False
D002534,B737_6821,SYS36-284,27.05234999999997,2023-12-05,False
D002934,None_0118,TRA20-356,44.56654999999996,2023-12-05,False
D002447,B747_1559,SYS35-228,29.25334999999998,2023-12-05,False
D003490,B737_5252,ECL30-587,25.938900000000025,2023-12-05,False
D004100,CRJ700_1377,TRA21-467,30.94659999999997,2023-12-05,False
D007066,E175_4832,SYS28-600,39.51924999999999,2023-12-05,False
D003671,CRJ700_4473,DIS15-213,39.75014999999996,2023-12-05,False
D006515,A340_3881,AIL6-163,33.312450000000034,2023-12-05,False
D006057,B737_2293,SIE26-239,44.2998,2023-12-05,False
D003534,B767_3156,SYS37-079,35.224099999999936,2023-12-05,False
D001643,CRJ700_2204,SYS35-341,35.38995,2023-12-05,False
D003128,A320_4881,RAD11-102,43.16824999999993,2023-12-05,False
D001745,E175_1081,TRA19-402,29.87105,2023-12-05,False
D005834,E170_1621,ORD12-146,26.19024999999997,2023-12-05,False
D004097,A350_6030,SIE27-513,38.74105000000005,2023-12-05,False
