ref_deg,linked_aero,compo_concerned,usure_cumulée,measure_day,need_replacement
D004039,None_5828,SYS14-379,37.486,2024-01-03,False
D002021,CRJ900_6200,AUT8-651,51.74200000000008,2024-01-03,False
D004449,A320_4124,GOU3-113,47.01399999999997,2024-01-03,False
D003613,E175_0583,AUT8-337,39.20799999999998,2024-01-03,False
D001431,B757_3072,EQU23-146,39.68400000000005,2024-01-03,False
D007821,A320_6364,AIL5-164,54.97999999999992,2024-01-03,False
D000252,CRJ700_1377,GEN13-607,45.297999999999966,2024-01-03,False
D003717,E170_5474,SYS10-327,39.75999999999994,2024-01-03,False
D000079,A320_4466,SYS35-644,56.33400000000009,2024-01-03,False
D002197,B767_2487,AIL5-331,59.75999999999997,2024-01-03,False
D008607,A340_2112,VOL18-302,42.98400000000003,2024-01-03,False
D007086,B767_2723,SYS9-296,39.42399999999996,2024-01-03,False
D006137,A330_5923,GOU3-485,58.73,2024-01-03,False
D004382,B757_1659,ANT25-502,49.21799999999994,2024-01-03,False
D000621,E170_5474,SYS35-280,33.449999999999946,2024-01-03,False
D002403,A330_1129,DIS15-462,47.12000000000006,2024-01-03,False
D002068,E170_5314,EQU23-417,53.62399999999997,2024-01-03,False
D003296,B767_2723,CAM38-533,12.9819,2024-01-03,False
D001969,E170_4298,BOI22-041,62.91000000000003,2024-01-03,False
D004863,E170_4894,TRA21-341,4.912,2024-01-03,False
D007552,B747_4916,TRA19-567,42.66799999999992,2024-01-03,False
D006672,B747_0910,SYS14-499,62.39400000000004,2024-01-03,False
D000980,E175_2361,SYS10-177,61.24799999999991,2024-01-03,False
D004327,A321_4814,TRA21-425,53.44799999999992,2024-01-03,False
D002379,E175_1081,SYS36-089,39.51800000000006,2024-01-03,False
D008324,E175_5780,SYS9-586,59.99799999999992,2024-01-03,False
D001789,A380_4355,TRA21-240,44.536,2024-01-03,False
D004919,CRJ900_5525,EMP4-501,63.51600000000016,2024-01-03,False
D000125,None_2077,GEN13-678,65.21000000000005,2024-01-03,False
D008202,B747_2406,DIS15-489,54.68400000000009,2024-01-03,False
D007477,E170_1341,SYS24-304,56.15999999999997,2024-01-03,False
D007688,B737_6105,ORD12-520,49.47400000000008,2024-01-03,False
D006547,B757_0284,SYS2-237,86.38379999999995,2024-01-03,True
D002302,E170_0564,CAP39-653,38.19400000000004,2024-01-03,False
D003370,A350_3715,ANT25-648,37.83200000000001,2024-01-03,False
D008571,A350_1948,GOU3-673,45.61040000000002,2024-01-03,False
D006045,A340_2833,TRA21-577,40.59800000000002,2024-01-03,False
D005832,A321_3449,DET29-233,52.76800000000006,2024-01-03,False
D008995,B737_0608,TRA21-034,59.47599999999992,2024-01-03,False
D007041,A320_0020,ANT25-280,50.61,2024-01-03,False
D009985,E175_6291,SYS9-511,53.831999999999965,2024-01-03,False
D007975,E175_5780,ECL30-224,43.849999999999966,2024-01-03,False
D005406,A350_3715,TRA20-576,67.85200000000003,2024-01-03,False
D007473,None_6774,SPO16-445,63.159999999999904,2024-01-03,False
D001195,E175_4340,RAD11-335,82.62,2024-01-03,True
D002267,B777_3285,CAM38-377,61.81399999999986,2024-01-03,False
D006278,B777_1363,REA1-579,64.12799999999991,2024-01-03,False
D009655,A320_0063,POR34-436,55.76800000000008,2024-01-03,False
D009649,E170_1474,REA0-131,37.164,2024-01-03,False
D003600,B747_0607,RAD11-376,56.508,2024-01-03,False
D001213,B747_0910,SYS37-435,38.263999999999946,2024-01-03,False
D006576,A340_3082,SYS14-571,59.24600000000014,2024-01-03,False
D006970,A320_2447,SYS14-318,61.38599999999994,2024-01-03,False
D004128,B737_4082,SYS28-296,66.90599999999982,2024-01-03,False
D008172,E175_3294,AIL6-480,48.91999999999993,2024-01-03,False
D009612,CRJ900_6725,TRA20-404,57.04600000000009,2024-01-03,False
D001015,None_5883,RAD11-241,59.03999999999992,2024-01-03,False
