ref_deg,linked_aero,compo_concerned,usure_cumulée,measure_day,need_replacement
D005556,B747_2822,SYS24-296,28.4114,2023-11-22,False
D000031,E175_6291,BOI22-050,32.87279999999996,2023-11-22,False
D008965,E175_0964,SIE27-164,24.84680000000002,2023-11-22,False
D008503,B777_1363,VOL18-271,24.3306,2023-11-22,False
D007506,B747_0175,SYS24-005,28.60419999999997,2023-11-22,False
D007448,B737_6470,CAM38-454,24.732,2023-11-22,False
D006647,A321_0732,TRA19-307,28.568,2023-11-22,False
D006373,A350_6030,AIL6-544,31.9499,2023-11-22,False
D001226,CRJ700_2805,REA1-231,29.4863,2023-11-22,False
D005822,B747_0302,SIE26-144,25.92369999999997,2023-11-22,False
D008006,A320_3792,VOL17-475,20.50920000000001,2023-11-22,False
D007120,A320_2211,SYS7-492,22.529600000000016,2023-11-22,False
D002456,A380_4355,RAD11-116,28.057800000000032,2023-11-22,False
D000621,A340_2833,SYS28-029,26.2557,2023-11-22,False
D007135,A330_5923,ORD12-600,25.09789999999998,2023-11-22,False
D001079,B767_3223,GEN13-345,36.9953,2023-11-22,False
D008140,B777_1042,SIE27-437,22.027899999999995,2023-11-22,False
D000748,CRJ900_6725,SYS37-690,97.2729,2023-11-22,True
D008223,A380_4959,SYS10-512,34.79029999999999,2023-11-22,False
D000292,E170_2490,AIL5-266,21.42140000000002,2023-11-22,False
D006517,B767_4418,SIE26-696,29.9369,2023-11-22,False
D006878,B777_1042,BOI22-630,25.7502,2023-11-22,False
D009459,E175_4749,REA0-523,24.34580000000001,2023-11-22,False
D005404,B737_0842,SYS2-075,26.409900000000015,2023-11-22,False
D005191,E175_4749,AIL5-531,27.5277,2023-11-22,False
D007965,A350_1948,DET29-621,28.97879999999998,2023-11-22,False
D000644,B737_5678,ORD12-372,27.17570000000002,2023-11-22,False
D004132,A320_6364,SYS36-475,26.80159999999997,2023-11-22,False
D009051,B777_3467,CAP39-361,20.17509999999999,2023-11-22,False
D009567,A321_4569,SYS37-594,20.09279999999998,2023-11-22,False
D002307,B767_2487,GOU3-360,29.92300000000003,2023-11-22,False
D006225,B747_2822,VOL17-422,33.22409999999997,2023-11-22,False
D007382,CRJ900_5773,TRA21-276,26.9344,2023-11-22,False
D007734,None_3322,RAD11-088,28.051099999999984,2023-11-22,False
D002753,A321_6216,EMP4-671,23.03550000000002,2023-11-22,False
D009114,A380_4959,SYS9-458,21.56570000000001,2023-11-22,False
