ref_deg,linked_aero,compo_concerned,usure_cumulée,measure_day,need_replacement
D008919,None_0385,ORD12-340,27.698000000000015,2023-11-13,False
D007045,CRJ700_2277,REA1-059,18.2414,2023-11-13,False
D008385,A320_2211,REA0-299,19.389950000000013,2023-11-13,False
D002745,A340_1943,SYS28-439,16.180949999999996,2023-11-13,False
D004733,A320_3073,SIE26-648,26.061750000000018,2023-11-13,False
D005108,B767_1623,EMP4-676,23.86175,2023-11-13,False
D004567,A320_0063,SIE26-302,15.46455,2023-11-13,False
D002880,A380_4959,SIE27-310,27.01975,2023-11-13,False
D005482,E175_4487,CAM38-327,23.93825000000001,2023-11-13,False
D004024,A350_5005,REA0-078,19.090099999999996,2023-11-13,False
D006927,None_5391,SYS9-537,26.701399999999985,2023-11-13,False
D004538,E170_5403,EMP4-114,20.85660000000001,2023-11-13,False
D000244,B737_4082,SYS28-558,56.28004999999997,2023-11-13,False
D006573,A350_1948,ECL30-297,22.04739999999998,2023-11-13,False
D001798,B767_2195,EMP4-415,25.12445,2023-11-13,False
D003668,B757_0284,TRA21-568,24.96300000000001,2023-11-13,False
D009611,A350_1948,SPO16-311,23.82155,2023-11-13,False
D000017,E170_4304,REA1-349,22.23640000000001,2023-11-13,False
D005477,B747_4916,CAP39-094,23.897200000000023,2023-11-13,False
D008320,A380_3051,ORD12-696,16.552999999999997,2023-11-13,False
D005346,CRJ900_4486,SYS10-129,22.2553,2023-11-13,False
D003185,A321_4814,EQU23-624,24.55690000000002,2023-11-13,False
D000623,E175_0964,SYS33-480,27.24355,2023-11-13,False
D008763,B757_1659,TRA19-400,28.45979999999998,2023-11-13,False
D008973,E175_0808,SYS36-572,18.755099999999985,2023-11-13,False
D000220,CRJ900_2888,VOL18-682,24.414550000000027,2023-11-13,False
D001054,None_0385,SYS35-249,22.032249999999987,2023-11-13,False
D007891,None_0075,SYS33-155,23.76540000000002,2023-11-13,False
D005469,E175_0964,ECL30-537,21.437999999999988,2023-11-13,False
D001173,None_3322,TRA19-492,23.81495,2023-11-13,False
D002602,B737_3698,SIE27-350,21.04315,2023-11-13,False
D004148,A380_6060,SYS35-057,25.31390000000003,2023-11-13,False
D008325,CRJ700_2277,POR34-479,18.57789999999999,2023-11-13,False
D001557,A320_3805,ANT25-165,16.853150000000017,2023-11-13,False
D006332,None_0163,SYS35-429,22.803050000000017,2023-11-13,False
D008329,A340_2275,SYS2-181,29.563899999999983,2023-11-13,False
D000210,B747_2822,SPO16-012,19.83549999999999,2023-11-13,False
D006255,B747_4876,SYS7-252,21.63004999999998,2023-11-13,False
D008495,A320_3073,REA0-147,20.770100000000014,2023-11-13,False
D007745,None_0075,REA1-479,15.641349999999996,2023-11-13,False
