ref_deg,linked_aero,compo_concerned,usure_cumulée,measure_day,need_replacement
D006007,None_0385,VOL18-157,43.26000000000001,2023-12-14,False
D005759,A330_5384,SYS33-556,41.82199999999994,2023-12-14,False
D002070,B767_3223,DIS32-084,34.77300000000007,2023-12-14,False
D005962,B737_0318,TRA21-031,47.188,2023-12-14,False
D008555,E175_0440,GEN13-166,30.634999999999984,2023-12-14,False
D002208,B747_0195,DIS32-371,39.162000000000006,2023-12-14,False
D004684,B757_1013,SYS7-434,31.301,2023-12-14,False
D004693,None_1237,SYS14-561,39.26399999999999,2023-12-14,False
D007589,CRJ900_0468,CAP39-206,31.486000000000036,2023-12-14,False
D004922,A320_2211,SYS31-164,40.475000000000016,2023-12-14,False
D000591,B737_6105,SYS9-535,32.364000000000004,2023-12-14,False
D004625,CRJ700_5389,SYS10-557,41.96499999999999,2023-12-14,False
D003119,None_1554,POR34-680,43.718,2023-12-14,False
D003972,CRJ700_0354,SYS28-245,46.79099999999997,2023-12-14,False
D006056,CRJ700_6475,SPO16-458,31.679000000000038,2023-12-14,False
D008207,None_1084,SIE27-487,81.95000000000017,2023-12-14,True
D008769,B777_2551,SYS28-525,39.022999999999975,2023-12-14,False
D004501,A320_4124,RAD11-321,35.313000000000045,2023-12-14,False
D005233,None_6838,EQU23-313,43.25099999999999,2023-12-14,False
D000078,E175_1081,GEN13-164,38.95000000000002,2023-12-14,False
D005312,B737_6821,VOL17-362,30.013000000000037,2023-12-14,False
D004041,B737_4082,TRA20-065,42.18,2023-12-14,False
D007100,B747_4916,AIL5-231,48.81699999999997,2023-12-14,False
D004620,E175_6291,ANT25-293,42.74699999999994,2023-12-14,False
D003914,E175_4487,SIE26-586,42.434,2023-12-14,False
D009820,CRJ700_6475,POR34-045,33.344000000000015,2023-12-14,False
D003744,E175_0808,AIL5-445,33.206,2023-12-14,False
D006511,A320_4603,ECL30-526,32.20799999999996,2023-12-14,False
D006556,E175_0440,SYS36-141,46.91099999999998,2023-12-14,False
D002751,B767_1817,SYS14-077,50.30200000000008,2023-12-14,False
D004928,E170_1621,ORD12-146,30.084999999999955,2023-12-14,False
D002434,E175_0583,SYS35-457,35.12599999999996,2023-12-14,False
D004437,B747_2822,POR34-342,50.566999999999965,2023-12-14,False
D008628,A350_5575,ECL30-511,38.12399999999997,2023-12-14,False
D001702,None_0075,VOL17-332,41.37599999999997,2023-12-14,False
D006277,A320_2772,SPO16-341,39.25499999999999,2023-12-14,False
D003360,B747_1933,SYS35-235,38.029,2023-12-14,False
D005871,B737_5252,CAM38-449,40.51500000000001,2023-12-14,False
D008528,CRJ900_6200,SIE26-264,52.087999999999965,2023-12-14,False
D001824,A321_0987,SPO16-572,31.727,2023-12-14,False
D003632,None_1237,AUT8-162,41.389999999999965,2023-12-14,False
D005601,A340_0646,SYS2-424,32.36000000000006,2023-12-14,False
D002393,B777_4681,SPO16-282,32.184000000000054,2023-12-14,False
D008602,B767_4418,SPO16-048,31.11500000000003,2023-12-14,False
D001143,E175_6291,DIS32-564,44.71600000000002,2023-12-14,False
D000007,B737_6105,REA1-264,49.51200000000004,2023-12-14,False
D009684,CRJ900_1184,TRA21-612,38.14200000000002,2023-12-14,False
D006560,B757_0577,REA0-321,28.96300000000001,2023-12-14,False
D005674,CRJ700_5389,SPO16-448,46.38599999999997,2023-12-14,False
D006322,E175_5780,ECL30-224,33.95000000000002,2023-12-14,False
D004718,E170_1621,SYS37-477,40.34100000000001,2023-12-14,False
D005471,E175_0440,DIS32-635,39.232000000000056,2023-12-14,False
D007994,B767_1623,TRA20-480,37.31800000000002,2023-12-14,False
D006440,A320_4881,SIE26-090,50.879000000000026,2023-12-14,False
