ref_deg,linked_aero,compo_concerned,usure_cumulée,measure_day,need_replacement
D003844,E170_2644,TRA19-107,32.69615,2023-12-15,False
D004896,CRJ700_6562,DIS15-389,69.22499999999998,2023-12-15,False
D000116,B757_1659,SYS9-190,36.598699999999965,2023-12-15,False
D006145,A330_5923,CAP39-246,40.42115000000005,2023-12-15,False
D000721,None_6838,SYS14-474,52.3319,2023-12-15,False
D009908,B737_2584,SYS10-006,42.232449999999965,2023-12-15,False
D003260,A321_2905,DIS32-306,40.51559999999997,2023-12-15,False
D003779,E175_1224,SYS14-024,31.48005000000004,2023-12-15,False
D002392,B737_5252,SYS33-409,33.421499999999995,2023-12-15,False
D006563,E170_5474,REA1-634,42.284200000000006,2023-12-15,False
D004411,E170_0564,RAD11-472,31.147849999999984,2023-12-15,False
D001866,A320_4603,AIL6-059,34.053500000000014,2023-12-15,False
D007408,CRJ900_1184,ORD12-367,40.15079999999996,2023-12-15,False
D005479,A320_4124,EQU23-199,35.23000000000005,2023-12-15,False
D004475,A320_4881,ECL30-636,43.660649999999976,2023-12-15,False
D007651,A321_0467,AIL5-220,30.5851,2023-12-15,False
D008775,A380_6060,SPO16-524,44.79874999999999,2023-12-15,False
D006731,A380_3051,DIS15-460,48.84409999999992,2023-12-15,False
D009452,B777_1363,REA1-162,37.47115000000005,2023-12-15,False
D009198,CRJ700_5378,SYS2-133,47.16755000000008,2023-12-15,False
D002279,B777_1037,CAP39-475,55.04764999999997,2023-12-15,False
D008053,A320_4881,RAD11-414,49.29814999999998,2023-12-15,False
D006157,A321_0613,AIL6-507,50.36180000000002,2023-12-15,False
D004825,B737_1878,SIE26-240,52.14214999999992,2023-12-15,False
D000980,B757_0577,CAP39-260,46.51010000000002,2023-12-15,False
D000631,A340_2877,SYS7-408,38.08524999999996,2023-12-15,False
D009904,B747_0910,CAP39-285,45.60529999999998,2023-12-15,False
D004915,A330_5384,ORD12-635,30.23885000000004,2023-12-15,False
D005331,E170_4298,SYS10-136,38.95455,2023-12-15,False
D004396,B747_2406,DIS32-045,53.091400000000085,2023-12-15,False
D006695,E175_2361,SYS37-652,39.72375000000007,2023-12-15,False
D006606,E175_6229,SYS35-343,27.542749999999984,2023-12-15,False
D008352,B767_2487,VOL18-392,32.98309999999999,2023-12-15,False
D005801,CRJ900_6891,SYS24-011,44.01619999999996,2023-12-15,False
D002279,CRJ900_5255,EMP4-063,31.778549999999967,2023-12-15,False
D006161,A330_5589,TRA20-169,40.98994999999999,2023-12-15,False
D002701,CRJ900_5333,GEN13-181,31.66625,2023-12-15,False
D002722,A321_0613,VOL18-068,37.31844999999997,2023-12-15,False
D003555,A321_0613,SYS7-539,44.34774999999993,2023-12-15,False
D004113,E170_1341,SYS36-159,48.99099999999997,2023-12-15,False
D003125,B747_0910,DET29-625,39.04625000000002,2023-12-15,False
D008192,None_5883,CAP39-004,44.235100000000045,2023-12-15,False
D000467,None_6838,SYS37-603,32.77040000000003,2023-12-15,False
