ref_deg,linked_aero,compo_concerned,usure_cumulée,measure_day,need_replacement
D005448,B737_6821,AIL6-299,53.03299999999992,2023-12-23,False
D002874,A321_0467,REA0-457,47.67409999999994,2023-12-23,False
D002520,A321_2905,GOU3-116,38.14345000000001,2023-12-23,False
D007177,A321_4895,REA1-590,52.5693500000001,2023-12-23,False
D005565,B747_1559,SYS28-445,50.84844999999992,2023-12-23,False
D006081,CRJ900_0468,SYS9-388,55.69460000000009,2023-12-23,False
D008716,A340_2877,AIL5-197,54.27394999999997,2023-12-23,False
D001547,B737_0842,SYS14-192,11.846,2023-12-23,False
D006851,E175_0583,SYS37-655,49.18440000000003,2023-12-23,False
D004458,B767_3637,DIS32-323,32.40264999999994,2023-12-23,False
D008160,B737_5678,TRA21-469,59.35245000000005,2023-12-23,False
D007584,E170_2173,AIL6-300,49.42905000000008,2023-12-23,False
D009218,B767_6273,SYS24-674,70.87965,2023-12-23,False
D000919,E170_2532,REA0-175,32.53294999999997,2023-12-23,False
D000997,A380_5479,GEN13-184,53.52965000000004,2023-12-23,False
D007225,B757_0577,SIE26-492,43.06109999999994,2023-12-23,False
D003520,A330_5024,GOU3-324,49.49615000000008,2023-12-23,False
D004916,B747_0607,DIS15-083,50.99815000000002,2023-12-23,False
D003753,E175_6229,DIS15-435,59.732199999999885,2023-12-23,False
D004203,A320_4881,SYS33-309,52.14819999999997,2023-12-23,False
D006034,A321_3449,SPO16-393,44.83265000000005,2023-12-23,False
D002480,E175_3294,ANT25-255,46.69655,2023-12-23,False
D001948,B747_4253,ORD12-697,49.97240000000004,2023-12-23,False
D008414,B757_1013,VOL17-379,29.12789999999997,2023-12-23,False
D006422,A340_5178,ANT25-363,57.49025000000012,2023-12-23,False
D005723,A320_2772,ORD12-433,32.48785,2023-12-23,False
D003514,B747_2822,AIL6-062,50.14449999999998,2023-12-23,False
D009923,A321_6216,TRA19-488,38.00350000000005,2023-12-23,False
D007914,CRJ900_6200,AIL5-171,38.3526,2023-12-23,False
D005509,E170_5474,DIS15-075,34.601600000000026,2023-12-23,False
D008765,B767_2187,ANT25-388,35.21995,2023-12-23,False
D008994,CRJ900_5333,SYS24-108,62.30194999999999,2023-12-23,False
D000955,B757_2283,AUT8-148,46.20939999999991,2023-12-23,False
D003498,B747_1559,TRA20-481,45.76295000000002,2023-12-23,False
D008186,CRJ900_2888,ANT25-470,36.598799999999976,2023-12-23,False
D000290,E170_2644,GOU3-554,58.61435,2023-12-23,False
D001088,A321_3449,AUT8-541,40.99015000000006,2023-12-23,False
D007826,E170_2644,GOU3-605,40.55059999999998,2023-12-23,False
D001633,A330_5589,AIL6-565,48.77499999999997,2023-12-23,False
D001862,None_0385,SYS35-249,49.04224999999993,2023-12-23,False
D005590,E175_6291,POR34-156,49.8783,2023-12-23,False
D009831,A350_6030,AIL6-387,38.73279999999995,2023-12-23,False
D004989,A340_2112,TRA21-607,49.05650000000004,2023-12-23,False
D005638,E170_2173,DIS15-546,30.381949999999964,2023-12-23,False
D001469,E170_2490,EQU23-177,44.83885000000006,2023-12-23,False
D008320,B767_1623,DIS32-680,54.9467500000001,2023-12-23,False
D006606,A350_4712,BOI22-330,33.172250000000055,2023-12-23,False
D005151,A320_6052,VOL17-148,71.46109999999989,2023-12-23,False
D003575,A321_0987,EQU23-443,48.20125000000001,2023-12-23,False
D004873,A320_2211,REA0-299,44.45195000000008,2023-12-23,False
D007131,A321_0467,TRA19-162,36.21730000000007,2023-12-23,False
D006105,B747_2406,SIE26-633,53.94935,2023-12-23,False
D000967,E175_4832,VOL18-623,50.24989999999997,2023-12-23,False
D003003,B737_2293,SYS37-548,51.24665000000006,2023-12-23,False
D007095,B747_4876,SYS28-625,58.95659999999994,2023-12-23,False
D005178,B757_4876,SYS31-372,50.96375000000002,2023-12-23,False
D009770,CRJ900_5333,VOL18-020,39.72814999999998,2023-12-23,False
D007700,A330_2342,SYS37-150,46.0335,2023-12-23,False
D003447,E170_5314,SYS24-034,33.84669999999996,2023-12-23,False
D004723,None_6663,AIL6-537,39.02235,2023-12-23,False
D001699,A320_6028,SYS37-398,37.57715000000002,2023-12-23,False
D001638,None_5980,RAD11-612,31.26059999999996,2023-12-23,False
D002938,A320_6052,SYS7-345,44.86310000000008,2023-12-23,False
D006244,B767_3223,SYS37-613,39.84939999999994,2023-12-23,False
D003842,B737_2009,EQU23-033,57.99224999999992,2023-12-23,False
D006203,A321_0732,SYS36-357,46.0806,2023-12-23,False
D002104,B757_2283,POR34-500,38.50350000000003,2023-12-23,False
D002691,E170_4304,SYS31-685,44.09859999999996,2023-12-23,False
